|objName|objID|raMean|decMean|raMeanErr|decMeanErr|epochMean|nStackDetections|nDetections|ng|nr|ni|nz|ny|gQfPerfect|gMeanPSFMag|gMeanPSFMagErr|gMeanPSFMagStd|gMeanPSFMagNpt|gMeanPSFMagMin|gMeanPSFMagMax|gFlags|rQfPerfect|rMeanPSFMag|rMeanPSFMagErr|rMeanPSFMagStd|rMeanPSFMagNpt|rMeanPSFMagMin|rMeanPSFMagMax|rFlags|iQfPerfect|iMeanPSFMag|iMeanPSFMagErr|iMeanPSFMagStd|iMeanPSFMagNpt|iMeanPSFMagMin|iMeanPSFMagMax|iFlags|zQfPerfect|zMeanPSFMag|zMeanPSFMagErr|zMeanPSFMagStd|zMeanPSFMagNpt|zMeanPSFMagMin|zMeanPSFMagMax|zFlags|yQfPerfect|yMeanPSFMag|yMeanPSFMagErr|yMeanPSFMagStd|yMeanPSFMagNpt|yMeanPSFMagMin|yMeanPSFMagMax|yFlags|Rmag
5697|PSO J251.0245+39.8378|155802510244356101|251.02448423|39.83782885|0.13856999576091766|0.1399800032377243|57005.69744213|4|100|14|18|36|13|19|-999.0|12.199000358581545|-999.0|-999.0|0|-999.0|-999.0|16484|-999.0|11.784000396728516|-999.0|-999.0|0|-999.0|-999.0|147556|-999.0|11.644000053405762|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|11.597000122070312|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|11.579000473022461|-999.0|-999.0|0|-999.0|-999.0|114788|11.610664903736115
5700|PSO J251.0245+39.8375|155802510246745807|251.02447176|39.83752758|0.03843000158667565|0.03843000158667565|56875.29736111|0|2|0|1|1|0|0|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|0.09025999903678894|12.810999870300293|0.001000000047497451|-999.0|1|12.810999870300293|12.810999870300293|16|0.5587459802627563|13.359100341796875|0.0012179999612271786|-999.0|1|13.359100341796875|13.359100341796875|16777232|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|12.828022168731689
7229|PSO J250.7369+39.7255|155672507368831145|250.73687725|39.725511499999996|0.09212999790906906|0.05843999981880187|56949.03363426|5|99|14|13|35|20|17|0.9914889931678772|13.149999618530273|0.05396699905395508|0.07631999999284744|2|13.095999717712402|13.203900337219238|16892216|0.5992370247840881|13.645099639892578|0.05439700186252594|0.1538590043783188|2|13.536299705505373|13.753899574279785|16892472|0.9996190071105956|12.418299674987793|0.001000000047497451|-999.0|1|12.418299674987793|12.418299674987793|16892216|0.9990400075912476|13.021200180053713|0.041652001440525055|0.13579800724983215|5|12.8641996383667|13.226499557495115|16892472|0.9994840025901794|12.3125|0.007778999861329794|0.012368000112473965|8|12.29669952392578|12.330699920654295|115000|13.638949513816835
10228|PSO J250.5691+39.6415|155572505691120443|250.56910799|39.64149893|0.0023300000466406345|0.0025599999353289604|55878.48930556|5|115|19|19|40|21|16|0.9996500015258788|14.05210018157959|0.004811999853700399|0.0181450005620718|13|14.020700454711914|14.071200370788574|115000|0.9996070265769958|13.668100357055664|0.004784999880939722|0.004548000171780586|4|13.660900115966795|13.670700073242188|115000|0.9996160268783568|13.536700248718262|0.002202000003308058|0.004488000180572271|11|13.52970027923584|13.543499946594238|115000|0.999284029006958|13.518500328063965|0.0012679999927058814|0.004668000154197216|11|13.508899688720705|13.523699760437012|115000|0.9993979930877686|13.500499725341795|0.0034799999557435517|0.012474999763071535|11|13.482099533081055|13.521499633789062|115000|13.50045958929062
13270|PSO J250.5360+39.8768|155852505360162811|250.53602199|39.87684068|0.00977999996393919|0.014580000191926956|56863.78899306|10|92|18|17|23|20|14|0.9996659755706788|14.177000045776367|0.004129999782890081|0.0156289990991354|12|14.155500411987305|14.197199821472168|115000|0.9992079734802246|13.767600059509276|0.0035620001144707203|0.006688999943435192|2|13.760899543762207|13.767999649047852|115000|0.9993519783020021|13.623000144958494|0.006945999804884195|0.015062999911606312|4|13.611499786376953|13.640999794006348|115000|0.999396026134491|13.605600357055664|0.0011139999842271207|0.0045369998551905155|11|13.597700119018555|13.612000465393065|115000|0.99930602312088|13.574899673461914|0.0028359999414533377|0.02415000088512897|10|13.558099746704102|13.640899658203125|115000|13.595293282032012
13834|PSO J250.7536+39.6456|155572507536315320|250.75363754|39.64559169|0.002959999954327941|0.002529999939724803|55916.15483796|5|101|16|20|30|19|16|0.9996169805526732|14.478799819946287|0.0011680000461637974|0.005338999908417463|11|14.47070026397705|14.486700057983398|115000|0.9991909861564636|14.043100357055664|0.0007110000005923213|0.003066000062972307|4|14.038399696350098|14.043700218200685|115000|0.9995980262756348|13.87559986114502|0.0008870000019669533|0.0029770000837743282|9|13.872900009155273|13.879899978637695|115000|0.9997259974479676|13.835800170898438|0.0032279998995363712|0.009349999949336052|13|13.820300102233887|13.84749984741211|115000|0.9994890093803406|13.80490016937256|0.002829999895766377|0.0070580001920461655|10|13.793299674987793|13.81309986114502|115000|13.865962365722657
14357|PSO J250.6610+39.8792|155852506609995681|250.66099876|39.87920873|0.005640000104904175|0.012729999609291552|55946.24950231|5|96|19|20|28|16|13|0.9996920228004456|13.86520004272461|0.014194999821484087|0.03861699998378754|8|13.800200462341307|13.909700393676758|115000|0.9991469979286194|13.617199897766113|0.0012829999905079605|0.003315000096336007|3|13.615400314331055|13.621399879455565|115768|0.9999319911003112|13.330400466918945|0.006949999835342169|0.013519000262022018|2|13.316900253295898|13.33080005645752|115000|0.9987750053405762|13.352499961853027|0.02097499929368496|0.053130000829696655|7|13.304699897766113|13.437899589538574|115000|0.9995740056037904|13.271499633789062|0.022458000108599663|0.04694199934601784|9|13.188599586486815|13.326199531555176|115000|13.474542271137238
15019|PSO J250.6465+39.9886|155982506464686933|250.64649362|39.98857052|0.0023199999704957013|0.002060000086203217|56790.81936343|10|91|13|13|32|20|13|0.9993789792060852|14.81429958343506|0.006775999907404184|0.0194499995559454|9|14.784799575805664|14.842100143432615|115000|0.9996950030326844|14.50570011138916|0.003275000024586916|0.0125749995931983|10|14.489999771118164|14.525899887084961|115000|0.9996439814567566|14.411999702453613|0.0015770000172778964|0.006748999934643507|15|14.40030002593994|14.42710018157959|115000|0.9996970295906068|14.396300315856935|0.0036629999522119756|0.020055999979376796|14|14.374099731445312|14.438799858093262|115000|0.9996209740638732|14.402899742126465|0.004904000088572502|0.01586299948394299|10|14.383099555969238|14.427900314331055|115000|14.351910388374328
16736|PSO J250.9250+39.7152|155652509250278894|250.9249933|39.71522587|0.13910000026226044|0.10593000054359436|56916.6090625|5|94|17|18|28|17|14|-999.0|13.432000160217285|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|13.069000244140625|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|12.916000366210938|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|12.836000442504885|-999.0|-999.0|0|-999.0|-999.0|114724|0.9996430277824402|12.81089973449707|0.005506999790668488|0.017078999429941174|8|12.786399841308596|12.836099624633787|115000|12.905217159557344
16831|PSO J250.5715+39.6607|155592505714783487|250.57148138|39.66069964|0.0045300000347197064|0.00139999995008111|56813.89271991|5|104|14|20|37|16|17|0.9996910095214844|14.540800094604492|0.0015610000118613243|0.0074999998323619374|8|14.533300399780273|14.557299613952635|115000|0.9993230104446412|14.228699684143065|0.002770999912172556|0.008623999543488027|12|14.213899612426758|14.240599632263185|115000|0.9995999932289124|14.127300262451172|0.001382000045850873|0.00583899999037385|22|14.115699768066404|14.136899948120115|115000|0.9995269775390624|14.115799903869627|0.0022390000522136693|0.009506000205874443|13|14.102999687194824|14.130200386047365|115000|0.9997839927673341|14.099200248718262|0.002420000033453107|0.00800700020045042|12|14.086899757385256|14.11180019378662|115000|14.074266838741302
17150|PSO J250.9537+39.6898|155622509536968336|250.95367034|39.68975759|0.0038099999073892827|0.006750000175088644|56850.76697917|5|82|16|14|23|15|14|0.9997010231018066|14.603799819946287|0.002773999935016036|0.010440999642014505|10|14.585599899291992|14.615900039672852|115000|0.9996449947357178|14.09570026397705|0.004416999872773886|0.011726000346243382|6|14.077199935913086|14.100199699401855|115000|0.9994300007820128|13.880599975585938|0.003384999930858612|0.014109999872744085|13|13.859700202941895|13.90659999847412|115000|0.99958598613739|13.807600021362305|0.004430000204592943|0.010049999691545963|10|13.793100357055664|13.821999549865724|115000|0.9996950030326844|13.74820041656494|0.003355999942868948|0.010335999540984629|10|13.733499526977539|13.762900352478027|115000|13.905262375545503
19188|PSO J250.8416+39.9725|155962508412957704|250.84159188|39.97246519|7.485290050506593|5.951369762420653|57015.234375|1|26|6|6|6|6|2|0.5003650188446045|12.61989974975586|0.001000000047497451|-999.0|1|12.61989974975586|12.61989974975586|17464|0.8818680047988892|12.263099670410154|0.004592000041157007|0.006250999867916107|3|12.26259994506836|12.271900177001953|16440|0.9995440244674684|12.182499885559082|0.003356999950483441|0.006163000129163265|2|12.176400184631348|12.183099746704102|147768|0.9976199865341188|12.19279956817627|0.008088000118732452|0.01143800001591444|2|12.184800148010256|12.200900077819824|1048|0.9988610148429872|12.144800186157227|0.010653000324964523|0.015065999701619147|2|12.134200096130373|12.155500411987305|280|12.10045549583435
19192|PSO J250.8416+39.9724|155962508416157548|250.84157637|39.97240829|0.04487000033259392|0.057039998471736915|55817.68277778|8|80|14|15|30|10|11|-999.0|13.163000106811525|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.708000183105467|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.41800022125244|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.220000267028807|-999.0|-999.0|0|-999.0|-999.0|68|0.9980300068855286|12.150500297546387|0.01928899995982647|0.027279999107122418|2|12.131199836730955|12.1697998046875|115064|12.527316697120664
19713|PSO J250.6575+39.8704|155842506574465150|250.65746434|39.87042792|0.0013500000350177288|0.005760000087320805|56806.49478009|5|82|16|11|27|15|13|0.9995030164718628|15.138799667358398|0.0025309999473392963|0.008848000317811966|6|15.127300262451172|15.14430046081543|115000|0.9996839761734008|14.760199546813965|0.0031129999551922087|0.010270999744534492|7|14.748600006103516|14.777600288391113|115000|0.99964702129364|14.638799667358398|0.0013379999436438086|0.006113999988883735|20|14.630900382995605|14.650799751281738|115000|0.998947024345398|14.61489963531494|0.001690999954007566|0.0065979999490082255|12|14.61050033569336|14.62679958343506|115000|0.9991139769554138|14.600600242614744|0.004738000221550465|0.018767999485135082|13|14.56879997253418|14.625|115000|14.58065654220581
19814|PSO J250.7466+39.9163|155902507466220201|250.74661619|39.91630158|0.013340000063180923|0.01075000036507845|55970.78694444|5|108|19|21|35|15|18|0.9995110034942628|14.030599594116213|0.002707999898120761|0.008175999857485294|8|14.020999908447266|14.043700218200685|115000|0.9994459748268129|13.626199722290039|0.0|-999.0|1|13.626199722290039|13.626199722290039|16892216|0.9998760223388672|13.480600357055664|0.004660000093281269|0.010572000406682493|5|13.465499877929688|13.490900039672852|16892216|0.9996169805526732|13.464400291442873|0.00304599991068244|0.005892000161111355|7|13.454700469970705|13.473699569702148|115000|0.9993879795074464|13.42650032043457|0.003880999982357025|0.013942000456154345|13|13.401100158691404|13.449999809265135|115000|13.454811465835572
19957|PSO J250.7203+39.8093|155772507203211835|250.72033292|39.80934462|0.001979999942705035|0.0023199999704957013|55867.71896991|5|98|14|18|31|17|18|0.9992319941520692|15.779800415039062|0.004728000145405531|0.014108000323176384|10|15.761899948120115|15.803099632263185|115000|0.9998210072517396|14.77299976348877|0.0016580000519752502|0.007499000057578088|13|14.76140022277832|14.785300254821776|115000|0.9997389912605286|14.349499702453613|0.0019379999721422794|0.009078999981284142|24|14.334099769592285|14.363499641418455|115000|0.9990059733390808|14.176600456237793|0.0032140000257641077|0.007156999781727791|10|14.16349983215332|14.18809986114502|115000|0.9990770220756532|14.054800033569336|0.003194000106304884|0.011149000376462936|12|14.038999557495115|14.071599960327148|115000|14.504760145568847
20102|PSO J250.6521+39.6906|155622506521399345|250.65214832|39.69058938|0.0048099998384714135|0.002730000065639615|56810.25298611|5|105|19|18|36|17|15|0.9997199773788452|14.876199722290039|0.005557000171393156|0.016666000708937645|13|14.855899810791016|14.90369987487793|115000|0.9997609853744508|14.267399787902832|0.0005619999719783664|0.0015569999814033508|7|14.26609992980957|14.270400047302244|115000|0.9998030066490172|14.05150032043457|0.0034799999557435517|0.016155000776052475|25|14.023799896240234|14.077699661254885|115000|0.9996709823608398|13.962599754333494|0.00457100011408329|0.012749000452458858|12|13.94540023803711|13.981200218200685|115000|0.9988160133361816|13.912400245666506|0.004645999986678362|0.019759999588131905|13|13.88379955291748|13.94379997253418|115000|14.058463239955902
20944|PSO J250.7004+39.6620|155592507002944991|250.70037059|39.66199099|0.004470000043511391|0.011070000007748604|56876.23482639|5|91|17|14|34|15|11|0.99965101480484|14.193599700927734|0.003344000084325671|0.011807999573647976|13|14.174500465393065|14.212400436401367|115000|0.999114990234375|13.765700340270994|0.0027830000035464764|0.006668999791145325|5|13.75730037689209|13.772299766540527|115768|0.999541997909546|13.609999656677244|0.0023950000759214163|0.004288999829441309|5|13.604100227355955|13.615699768066404|16892216|0.9994080066680908|13.593500137329102|0.002774999942630529|0.009118000045418741|9|13.577300071716307|13.600199699401855|115000|0.9986310005187988|13.549599647521973|0.002529999939724803|0.009197000414133072|7|13.538299560546875|13.563899993896484|115000|13.589995227718353
21633|PSO J250.6485+39.9895|155982506484957997|250.64852014|39.98945813|0.002709999913349748|0.008960000239312649|56896.32053241|10|92|15|13|33|18|13|0.9990270137786864|13.777999877929688|0.004102999810129404|0.012896999716758728|7|13.756600379943848|13.797499656677244|115000|-999.0|13.454000473022461|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|13.36400032043457|-999.0|-999.0|0|-999.0|-999.0|114724|0.9997119903564452|13.389599800109865|0.004284999798983336|0.008616999723017216|9|13.374699592590332|13.404399871826172|115000|0.9990659952163696|13.373600006103516|0.007203000131994486|0.022402999922633168|9|13.345000267028807|13.40530014038086|115000|13.297381782341004
23241|PSO J250.5082+39.8133|155772505083716709|250.50815844|39.81330814|0.16869999468326569|0.17470000684261322|55428.23634259|9|85|13|11|29|19|13|-999.0|12.758000373840332|-999.0|-999.0|0|-999.0|-999.0|147556|-999.0|12.074000358581545|-999.0|-999.0|0|-999.0|-999.0|147556|-999.0|11.769000053405762|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|11.595000267028807|-999.0|-999.0|0|-999.0|-999.0|147556|-999.0|11.51200008392334|-999.0|-999.0|0|-999.0|-999.0|114788|11.851249555778507
25947|PSO J250.7295+39.6824|155612507294899525|250.72950675|39.68242654|0.005619999952614307|0.0026700000744313|55959.145|5|104|15|20|35|20|14|0.99965900182724|15.041500091552734|0.0026889999862760305|0.0076729999855160705|9|15.03339958190918|15.054300308227539|115000|0.999637007713318|14.769800186157227|0.001310999970883131|0.0040660002268850795|10|14.762399673461914|14.774800300598145|115000|0.9997699856758118|14.671899795532227|0.002076999982818961|0.012467999942600729|32|14.649200439453125|14.694100379943848|115000|0.9994500279426576|14.663999557495115|0.002881000051274896|0.012877999804913998|18|14.642499923706055|14.687800407409668|115000|0.9991499781608582|14.653599739074707|0.003573999973013997|0.011346999555826187|11|14.63129997253418|14.670700073242188|115000|14.597156631469726
26125|PSO J250.8143+39.6347|155562508142772267|250.81425181|39.63472125|0.0051899999380111686|0.005280000157654285|56818.60662037|5|97|14|13|35|18|17|0.9991430044174194|14.586600303649902|0.0032599999103695154|0.011711000464856623|13|14.568400382995605|14.60550022125244|115000|0.9996780157089232|14.100799560546875|0.0025629999581724405|0.004350999835878611|5|14.095000267028807|14.103500366210938|115000|0.9998760223388672|13.944100379943848|0.002632000017911196|0.008046000264585018|15|13.928400039672852|13.953900337219238|115000|0.9997299909591676|13.90820026397705|0.0042860000394284725|0.011020000092685223|11|13.889599800109865|13.921500205993652|115000|0.9993640184402466|13.873900413513185|0.0017699999734759329|0.004081999883055687|11|13.866100311279295|13.877699851989744|115000|13.91445796403885
27648|PSO J250.8464+39.8064|155762508465438274|250.84641117|39.80644964|0.00215999991632998|0.009150000289082529|56721.88084491|5|106|17|18|36|20|15|0.9997100234031676|16.750200271606445|0.04425900056958199|0.15881100296974182|15|16.588699340820312|17.013700485229492|16892216|-999.0|13.383000373840332|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|13.32800006866455|-999.0|-999.0|0|-999.0|-999.0|114724|0.99857497215271|15.558899879455565|0.01534199994057417|0.048781000077724464|11|15.497699737548828|15.671299934387207|16892216|0.9992570281028748|15.258600234985352|0.026402000337839127|0.12030699849128725|11|15.232799530029295|15.463600158691404|16892216|13.222952284240723
29723|PSO J250.8016+39.6092|155532508016121617|250.80160624|39.60916045|0.0019000000320374968|0.005439999978989364|56816.32881944|10|91|16|16|33|12|14|0.9992579817771912|14.747200012207033|0.0035429999697953467|0.012330000288784504|15|14.73009967803955|14.764599800109865|115000|0.9993429780006408|14.381199836730955|0.0018729999428614972|0.006750999949872494|10|14.368800163269045|14.393899917602539|115000|0.999688982963562|14.235799789428713|0.0014560000272467732|0.009703000076115131|20|14.221400260925293|14.262499809265135|115000|0.9994429945945741|14.20699977874756|0.002221999922767281|0.008244000375270844|9|14.196999549865724|14.219400405883787|115000|0.9989609718322754|14.184000015258787|0.004557000007480383|0.013485999777913094|11|14.163599967956545|14.202500343322756|115000|14.216865604496
31594|PSO J250.7393+39.7245|155662507393059964|250.73931536|39.72447437|0.020729999989271164|0.0147299999371171|56781.17326389|5|100|14|11|37|19|19|0.9998139739036559|14.850299835205078|0.004100999794900417|0.01637900061905384|12|14.823399543762207|14.873800277709961|115000|0.9980279803276062|14.330599784851074|0.009917999617755413|0.014026000164449215|2|14.320799827575685|14.34060001373291|115000|0.9996569752693176|14.145700454711914|0.0030580000020563602|0.010563000105321407|16|14.13029956817627|14.165399551391602|115000|0.9988759756088256|14.07289981842041|0.0023980000987648964|0.008925000205636023|12|14.05869960784912|14.087200164794922|115000|0.9994400143623352|14.023699760437012|0.003971999976783991|0.01191799994558096|14|14.00979995727539|14.045700073242188|115000|14.138030885601044
32523|PSO J250.8589+39.9622|155952508589355245|250.85894328|39.96215733|0.005289999768137932|0.003400000045076013|56790.12517361|10|97|17|15|31|18|16|0.9996619820594788|15.153800010681152|0.0023709998931735754|0.005508000031113625|8|15.14490032196045|15.16219997406006|115000|0.9985989928245544|14.848099708557127|0.004209000151604414|0.012229000218212605|8|14.834099769592285|14.865400314331055|115000|0.9997230172157288|14.727999687194824|0.0014120000414550304|0.0067750001326203355|17|14.713199615478516|14.738699913024902|115000|0.9996899962425232|14.712300300598145|0.0014619999565184114|0.00473400019109249|13|14.706100463867188|14.719200134277346|115000|0.9993079900741576|14.682100296020508|0.004976999945938586|0.016526000574231148|12|14.6628999710083|14.71030044555664|115000|14.668938342285154
33465|PSO J250.7154+39.6284|155552507153424799|250.715352|39.62835248|0.013319999910891056|0.013319999910891056|55568.55300926|2|3|1|1|1|0|0|0.0845709964632988|12.030200004577635|0.001000000047497451|-999.0|1|12.030200004577635|12.030200004577635|147512|0.719694972038269|13.98330020904541|0.0012229999992996454|-999.0|1|13.98330020904541|13.98330020904541|16924720|0.6967139840126038|14.617799758911133|0.0014260000316426158|-999.0|1|14.617799758911133|14.617799758911133|16924728|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|245792|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|147488|14.244984716606142
33473|PSO J250.7159+39.6282|155552507158574384|250.71590626|39.62815614|0.001000000047497451|0.001000000047497451|57020.44608796|4|58|12|11|18|9|8|-999.0|11.156000137329102|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|10.390000343322754|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|10.064000129699707|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|9.880000114440918|-999.0|-999.0|0|-999.0|-999.0|68|-999.0|9.777000427246094|-999.0|-999.0|0|-999.0|-999.0|114788|10.152186181163788
