|objName|objID|raMean|decMean|raMeanErr|decMeanErr|epochMean|nStackDetections|nDetections|ng|nr|ni|nz|ny|gQfPerfect|gMeanPSFMag|gMeanPSFMagErr|gMeanPSFMagStd|gMeanPSFMagNpt|gMeanPSFMagMin|gMeanPSFMagMax|gFlags|rQfPerfect|rMeanPSFMag|rMeanPSFMagErr|rMeanPSFMagStd|rMeanPSFMagNpt|rMeanPSFMagMin|rMeanPSFMagMax|rFlags|iQfPerfect|iMeanPSFMag|iMeanPSFMagErr|iMeanPSFMagStd|iMeanPSFMagNpt|iMeanPSFMagMin|iMeanPSFMagMax|iFlags|zQfPerfect|zMeanPSFMag|zMeanPSFMagErr|zMeanPSFMagStd|zMeanPSFMagNpt|zMeanPSFMagMin|zMeanPSFMagMax|zFlags|yQfPerfect|yMeanPSFMag|yMeanPSFMagErr|yMeanPSFMagStd|yMeanPSFMagNpt|yMeanPSFMagMin|yMeanPSFMagMax|yFlags|Rmag
33474|PSO J250.7160+39.6286|155552507159094739|250.71597014|39.62858837|0.013450000435113909|0.013450000435113909|55718.46918981|0|13|2|4|4|1|2|0.06839799880981445|11.469400405883787|0.04339100047945976|0.06136399880051612|2|11.425999641418455|11.512800216674805|24|0.01588200032711029|10.319499969482422|0.15866400301456451|0.2243890017271042|2|10.159899711608887|10.47719955444336|24|0.0937969982624054|11.40590000152588|0.013624999672174455|0.06837999820709229|2|11.418600082397461|11.473099708557127|24|0.4704749882221222|14.139200210571287|0.002248999895527959|-999.0|1|14.139200210571287|14.139200210571287|16777240|0.5915650129318237|12.023699760437012|0.030704999342560768|0.04342300072312355|2|11.9931001663208|12.054499626159668|24|10.011163259315492
33476|PSO J250.7161+39.6272|155552507159443174|250.71607997|39.62720208|0.001000000047497451|0.001000000047497451|55953.97686343|1|3|0|2|1|0|0|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|16416|0.5988450050354004|13.50220012664795|0.2725990116596222|0.3855139911174774|2|13.229599952697756|13.774800300598145|147512|0.14823000133037567|14.32859992980957|0.01538699958473444|-999.0|1|14.32859992980957|14.32859992980957|114744|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|147488|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|147488|13.600931108856201
33477|PSO J250.7166+39.6283|155552507163494336|250.71657993|39.62827282|0.01606000028550625|0.01606000028550625|55692.55648148|0|8|2|1|3|2|0|0.5044500231742859|12.87689971923828|0.19656099379062653|0.2779799997806549|2|12.680399894714355|13.07349967956543|24|0.6410520076751709|14.785200119018555|0.00227600010111928|-999.0|1|14.785200119018555|14.785200119018555|16777232|0.04698599874973297|9.912919998168944|0.007174000144004822|0.013983000069856644|2|9.89894962310791|9.913290023803713|24|0.4275020062923432|10.387999534606934|-999.0|1.8586900234222408|2|9.073670387268066|11.702199935913086|24|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|15.038654902458193
33611|PSO J250.9502+39.6718|155602509501666794|250.95016327|39.67179388|0.03689999878406525|0.01092000026255846|56799.5387037|5|74|15|14|18|15|12|0.999435007572174|14.88889980316162|0.0018619999755173922|0.004602999892085791|9|14.882100105285645|14.896499633789062|115000|0.9991049766540528|14.538299560546875|0.011611999943852423|0.04085899889469147|9|14.485300064086914|14.586099624633787|16892216|0.9995740056037904|14.365799903869627|0.010046999901533129|0.037882000207901|13|14.312100410461426|14.42870044708252|115000|0.999675989151001|14.385299682617188|0.004108999855816364|0.014968999661505222|13|14.36489963531494|14.406299591064453|16892216|0.9993190169334412|14.372699737548828|0.011142999865114687|0.03625399991869928|9|14.312399864196776|14.40999984741211|16892216|14.376794295978547
33672|PSO J250.6142+39.6730|155602506141508218|250.61415009|39.67298153|0.00554999988526106|0.00419999985024333|56003.85724537|5|110|17|19|40|19|15|0.9995110034942628|15.118399620056152|0.002752000000327825|0.009007000364363194|14|15.103899955749512|15.13599967956543|115000|0.9995179772377014|14.709799766540527|0.0011099999537691474|0.003549000015482306|11|14.702799797058105|14.716699600219727|115000|0.9998499751091005|14.571999549865724|0.001689000055193901|0.010711000300943851|26|14.553999900817873|14.59980010986328|115000|0.998933970928192|14.54419994354248|0.002343999920412898|0.00903099961578846|16|14.532899856567385|14.558600425720215|115000|0.9993090033531188|14.51710033416748|0.004416000097990036|0.01858299970626831|10|14.490099906921387|14.541299819946287|115000|14.525441622924804
34628|PSO J250.7234+39.9821|155972507233899191|250.72340242|39.98211118|0.0026799999177455898|0.0038699998985975976|56027.53204861|10|95|20|16|27|18|14|0.9997090101242064|14.236599922180176|0.0028719999827444553|0.013981999829411508|15|14.21090030670166|14.258000373840332|115000|0.999446988105774|13.749500274658205|0.006206999998539686|0.014236999675631525|5|13.724900245666506|13.75220012664795|115000|0.9998430013656616|13.611200332641602|0.001859999960288405|0.003370000049471855|2|13.607799530029295|13.611599922180176|16892216|0.9993489980697632|13.550800323486328|0.003308000043034553|0.013054000213742256|13|13.530699729919435|13.572400093078613|115000|0.9993709921836852|13.538100242614744|0.005685000214725733|0.02387299947440624|11|13.498700141906738|13.566399574279785|115000|13.56292006940842
35335|PSO J250.8698+39.9951|155992508698544697|250.86982097|39.99506104|0.07349000126123427|0.05318000167608261|56969.80103009|11|96|19|20|26|17|14|-999.0|13.097000122070312|-999.0|-999.0|0|-999.0|-999.0|245796|-999.0|12.623000144958494|-999.0|-999.0|0|-999.0|-999.0|147492|-999.0|12.444000244140625|-999.0|-999.0|0|-999.0|-999.0|147492|-999.0|12.366000175476074|-999.0|-999.0|0|-999.0|-999.0|147492|0.9993820190429688|12.377400398254395|0.009356999769806862|0.02481899969279766|5|12.341899871826172|12.39780044555664|246072|12.438826349163055
37002|PSO J250.9081+39.9174|155902509082161469|250.90812152|39.91736897|0.00908000022172928|0.00908000022172928|55971.34936343|0|9|0|4|5|0|0|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|0.8008520007133484|14.307100296020508|0.21367999911308289|0.4496110081672669|4|13.798500061035154|14.76389980316162|16777240|0.2095090001821518|10.10830020904541|0.10599300265312196|0.3152480125427246|3|9.790080070495604|10.108099937438963|16777240|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|12.93043259048462
37008|PSO J250.9087+39.9179|155902509087142124|250.90869967|39.91791511|0.016140000894665718|0.016140000894665718|55423.26165509|0|6|0|1|4|1|0|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|0.0|10.73610019683838|0.001000000047497451|-999.0|1|10.73610019683838|10.73610019683838|24|0.7976160049438477|14.059599876403807|0.002975000068545341|0.004207999911159277|2|14.056599617004395|14.062600135803224|16777240|0.6670659780502319|13.517399787902832|0.0013139999937266114|-999.0|1|13.517399787902832|13.517399787902832|16777240|-999.0|-999.0|-999.0|-999.0|0|-999.0|-999.0|0|11.56797970275879
37010|PSO J250.9090+39.9176|155902509088821690|250.90904500000002|39.917561|0.0522099994122982|0.0522099994122982|50934.38239583|4|38|12|7|2|10|7|-999.0|10.16100025177002|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|9.803000450134276|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|9.66100025177002|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|9.600000381469727|-999.0|-999.0|0|-999.0|-999.0|4|-999.0|9.583000183105467|-999.0|-999.0|0|-999.0|-999.0|114724|9.64013588657379
37011|PSO J250.9090+39.9175|155902509088931343|250.90903558|39.917537100000004|0.0004100000078324229|0.0004100000078324229|51993.709375|0|25|6|3|6|2|8|0.031075999140739437|9.862369537353516|0.19585999846458435|0.4758769869804382|4|9.43015956878662|10.428500175476074|88|0.020475000143051147|9.640179634094238|0.050294000655412674|0.10058700293302536|2|9.539589881896973|9.640179634094238|88|0.062164001166820526|9.73717975616455|0.03149599954485893|0.08096799999475479|4|9.67527961730957|9.86301040649414|88|0.06278900057077408|9.531229972839355|0.1543090045452118|0.21822600066661835|2|9.376919746398926|9.685540199279783|88|0.6136109828948975|9.974220275878906|0.13380800187587738|0.375106006860733|6|9.479419708251953|10.377699851989746|88|9.50226334886551
39163|PSO J250.8308+39.9286|155912508308404957|250.83083859|39.92859468|0.02569000050425529|0.03164000064134598|56838.32635417|5|103|19|17|32|18|17|0.9996880292892456|14.64050006866455|0.002266000024974346|0.00865899957716465|12|14.628299713134766|14.650400161743164|115000|0.9993720054626464|13.90410041809082|0.005255000200122596|0.01481899991631508|7|13.890999794006348|13.928899765014648|115000|0.9989680051803588|13.608499526977539|0.0006590000120922923|0.002189999911934137|3|13.608799934387207|13.611499786376953|16892216|0.999625027179718|13.494199752807615|0.004964000079780817|0.01333600003272295|11|13.476400375366213|13.517399787902832|115000|0.9991859793663024|13.39490032196045|0.0032709999941289425|0.013260000385344028|12|13.374899864196776|13.415200233459473|115000|13.671723802280427
41865|PSO J250.5576+39.9507|155942505575851437|250.55758218|39.95067762|0.0017900000093504784|0.002249999903142452|55980.40416667|5|101|19|16|34|17|15|0.99966698884964|15.283300399780273|0.002053000032901764|0.007164999842643738|11|15.269800186157227|15.297300338745115|115000|0.999675989151001|14.740300178527832|0.002376999938860536|0.007643999997526406|13|14.72819995880127|14.751299858093262|115000|0.9997289776802064|14.536700248718262|0.0016469999682158232|0.007036999799311161|21|14.52530002593994|14.549500465393065|115000|0.9996790289878844|14.473199844360352|0.0009040000149980187|0.0030640000477433205|9|14.467399597167967|14.477399826049805|115000|0.9994069933891296|14.404000282287598|0.0034620000515133142|0.009150999598205091|10|14.390000343322756|14.41219997406006|115000|14.536623239135741
46407|PSO J250.9047+39.7747|155732509047190254|250.90471294|39.77470339|0.002189999911934137|0.01013999991118908|56778.69166667|5|100|15|16|36|16|17|0.999746024608612|14.929200172424315|0.0020850000437349077|0.00672199996188283|10|14.917400360107422|14.941399574279785|115000|0.9991090297698976|14.630900382995605|0.0013249999610707164|0.005822000093758106|10|14.625|14.643400192260742|115000|0.9996569752693176|14.525099754333494|0.002137999981641769|0.00965300016105175|25|14.508899688720705|14.5378999710083|115000|0.9990950226783752|14.521499633789062|0.0017170000355690718|0.0054190000519156465|12|14.516799926757812|14.531299591064453|115000|0.9995290040969848|14.515199661254885|0.003488000016659498|0.013155999593436718|15|14.491399765014648|14.533499717712402|115000|14.479002711677552
46757|PSO J250.4933+39.7955|155752504932965224|250.49327377|39.79550307|0.0021800000686198477|0.0024900001008063555|55992.05523148|5|93|16|15|31|20|11|0.9995920062065125|14.712300300598145|0.002311999909579754|0.008051999844610691|11|14.69760036468506|14.723699569702148|115000|0.9997339844703674|14.131400108337402|0.0043669999577105045|0.01301399990916252|10|14.107999801635742|14.146400451660154|115000|0.9993590116500854|13.903900146484375|0.00228299992159009|0.011056999675929545|19|13.888099670410154|13.926799774169922|115000|0.9991459846496582|13.816100120544435|0.0020979999098926787|0.008755999617278576|14|13.803199768066404|13.829999923706055|115000|0.9992979764938354|13.75730037689209|0.00559999980032444|0.014735000208020209|8|13.74120044708252|13.781800270080565|115000|13.927588743019104
47716|PSO J250.6289+39.8471|155812506288497183|250.62885981|39.84714578|0.0014799999771639705|0.0017999999690800905|56835.0215625|5|95|15|18|31|17|14|0.9997159838676452|14.432900428771973|0.0024580000899732113|0.007534999866038561|6|14.420499801635742|14.434000015258787|115000|0.9995309710502625|14.03689956665039|0.0025820001028478146|0.006200999952852726|8|14.026800155639648|14.038800239562988|115000|0.9995110034942628|13.899800300598145|0.0026060000527650122|0.008213000372052194|10|13.886300086975098|13.911499977111815|115000|0.999460995197296|13.879300117492676|0.0032309999223798518|0.013481000438332558|13|13.862600326538086|13.901900291442873|115000|0.9993640184402466|13.85219955444336|0.0030469999182969327|0.009235000237822531|8|13.833499908447266|13.86299991607666|115000|13.867054208278656
47905|PSO J250.5219+39.8008|155762505220191604|250.52187692|39.80081725|0.07073000073432922|0.07028000056743622|56978.49800926|11|87|14|17|27|17|12|-999.0|12.939000129699707|-999.0|-999.0|0|-999.0|-999.0|147556|-999.0|12.48900032043457|-999.0|-999.0|0|-999.0|-999.0|147556|-999.0|12.314000129699707|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.23900032043457|-999.0|-999.0|0|-999.0|-999.0|114788|0.9991660118103028|12.19629955291748|0.005104000214487314|0.004912000149488449|4|12.19379997253418|12.204299926757812|115064|12.309235355472566
49793|PSO J250.7024+39.6560|155582507022947786|250.70236086|39.65600627|0.003509999951347709|0.01565999910235405|55811.85172454|5|89|15|14|36|15|9|0.9990630149841307|13.86180019378662|0.002192999934777617|0.008550000376999378|10|13.846599578857422|13.869600296020508|115000|0.9993979930877686|13.544699668884276|0.001000000047497451|-999.0|1|13.544699668884276|13.544699668884276|115000|-999.0|13.444000244140625|-999.0|-999.0|0|-999.0|-999.0|114724|0.9989960193634032|13.452799797058105|0.002974000060930848|0.00684700021520257|8|13.439900398254395|13.461400032043455|115000|0.9991980195045472|13.432600021362305|0.00031400000443682075|0.013052999973297121|4|13.43220043182373|13.45139980316162|115000|13.389348302459716
