ra,dec,searchString,canonicalName,radius,objName,objID,raMean,decMean,raMeanErr,decMeanErr,epochMean,nStackDetections,nDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yFlags
250.503236,39.865791,,Coordinates,None,PSO J250.5033+39.8657,155832505033399480,250.50332874,39.86572721,0.01498000044375658,0.029170000925660133,56829.87587963,5,85,17,15,23,16,14,0.9996709823608398,18.289400100708008,0.0045980000868439674,0.02178799919784069,15,18.239700317382812,18.332300186157227,115000,0.9996690154075623,17.89550018310547,0.003898999886587262,0.015620999969542027,15,17.871999740600586,17.92329978942871,115000,0.9995350241661072,17.760700225830078,0.003973000217229128,0.01964399963617325,19,17.712900161743164,17.794300079345703,115000,0.9986039996147156,17.724899291992188,0.005156000144779682,0.026000000536441803,15,17.687999725341797,17.802000045776367,115000,0.999222993850708,17.6924991607666,0.018823999911546707,0.05532599985599518,10,17.627300262451172,17.80769920349121,115000
250.648089,39.716029,,Coordinates,None,PSO J250.6482+39.7161,155652506481789948,250.64817664,39.71609929,0.0019000000320374966,0.0021899999119341373,56080.79888889,5,99,13,13,36,18,19,0.9992520213127136,19.11050033569336,0.010023999959230423,0.025280000641942024,11,19.06879997253418,19.14240074157715,115000,0.9994509816169739,17.988800048828125,0.007922999560832977,0.027698000892996788,12,17.957000732421875,18.0403995513916,115000,0.9995409846305847,16.92799949645996,0.0017160000279545784,0.011082000099122524,29,16.90519905090332,16.94809913635254,115000,0.9995840191841125,16.460800170898438,0.003871999913826585,0.012582000344991684,15,16.440500259399414,16.48550033569336,115000,0.9993680119514465,16.240299224853516,0.0059369998052716255,0.02022399939596653,18,16.20319938659668,16.279199600219727,115000
250.671412,39.846222,,Coordinates,None,PSO J250.6712+39.8462,155812506712116104,250.67120834,39.84624036,0.00279000005684793,0.0028699999675154686,55940.73777778,5,90,12,18,28,18,14,0.9997220039367676,17.845199584960938,0.0038270000368356705,0.015646999701857567,9,17.81920051574707,17.85650062561035,115000,0.9997979998588562,17.636600494384766,0.00392800010740757,0.013755000196397305,16,17.609699249267578,17.661500930786133,115000,0.999908983707428,17.564800262451172,0.0032550001051276922,0.016780000180006027,26,17.5310001373291,17.59819984436035,115000,0.9993079900741577,17.55430030822754,0.004476000089198351,0.018428999930620193,18,17.532499313354492,17.590299606323242,115000,0.9994199872016907,17.56599998474121,0.014883000403642654,0.04978099837899208,13,17.495399475097656,17.659299850463867,115000
250.495746,39.637388,,Coordinates,None,PSO J250.4959+39.6373,155562504958735373,250.49588536,39.63727022,0.004230000078678131,0.00430000014603138,56030.00115741,5,98,15,16,31,19,17,0.9997349977493286,19.797800064086914,0.014813999645411968,0.05005799978971481,12,19.692800521850586,19.877500534057617,16892216,0.9998559951782227,18.9822998046875,0.03828800097107887,0.15007300674915314,14,18.77720069885254,19.199499130249023,16892216,0.9996200203895569,18.609500885009766,0.025296999141573906,0.1526380032300949,24,18.289499282836914,18.81369972229004,16892216,0.9996989965438843,18.472299575805664,0.01298299990594387,0.053978998214006424,17,18.399200439453125,18.576000213623047,16892216,0.9992210268974304,18.24180030822754,0.038704000413417816,0.11534000188112259,12,18.070499420166016,18.406099319458008,16892216
250.495746,39.637388,,Coordinates,None,PSO J250.4959+39.6373,155562504958735373,250.49588536,39.63727022,0.004230000078678131,0.00430000014603138,56030.00115741,5,98,15,16,31,19,17,0.9997349977493286,19.797800064086914,0.014813999645411968,0.05005799978971481,12,19.692800521850586,19.877500534057617,16892216,0.9998559951782227,18.9822998046875,0.03828800097107887,0.15007300674915314,14,18.77720069885254,19.199499130249023,16892216,0.9996200203895569,18.609500885009766,0.025296999141573906,0.1526380032300949,24,18.289499282836914,18.81369972229004,16892216,0.9996989965438843,18.472299575805664,0.01298299990594387,0.053978998214006424,17,18.399200439453125,18.576000213623047,16892216,0.9992210268974304,18.24180030822754,0.038704000413417816,0.11534000188112259,12,18.070499420166016,18.406099319458008,16892216
250.531890,39.746636,,Coordinates,None,PSO J250.5318+39.7466,155692505318246580,250.53180725,39.74662256,0.0030700000934302807,0.0035800000187009573,55960.17041667,10,92,16,18,27,16,15,0.9995520114898682,18.556299209594727,0.005696999840438366,0.02617800049483776,13,18.540599822998047,18.616600036621094,115000,0.9996470212936401,18.35110092163086,0.005481999833136797,0.014119000174105167,18,18.320499420166016,18.380199432373047,115000,0.9996669888496399,18.29800033569336,0.005491999909281731,0.03545499965548515,21,18.210399627685547,18.342899322509766,115000,0.9990370273590088,18.299699783325195,0.0074800001457333565,0.02981800027191639,14,18.24410057067871,18.345399856567383,115000,0.9990900158882141,18.292499542236328,0.022348999977111816,0.08134700357913971,14,18.10409927368164,18.400100708007812,115000
250.788134,39.977771,,Coordinates,None,PSO J250.7880+39.9777,155972507879653969,250.78798392,39.97771703,0.006149999797344208,0.007619999814778566,56892.42765046,10,97,16,16,31,19,15,0.9996950030326843,19.037599563598633,0.003212000010535121,0.017340000718832016,16,19.01300048828125,19.0841007232666,115000,0.9996860027313232,18.51140022277832,0.006597999949008226,0.037450000643730164,13,18.486000061035156,18.599599838256836,115000,0.9998859763145447,18.285200119018555,0.003317000111564994,0.025925999507308006,26,18.259899139404297,18.364599227905273,115000,0.9994369745254517,18.194299697875977,0.0062939999625086784,0.031176000833511353,17,18.10770034790039,18.22100067138672,115000,0.9993929862976074,18.123600006103516,0.016047999262809753,0.0531810000538826,14,17.998899459838867,18.21139907836914,115000
250.854624,40.020431,,Coordinates,None,PSO J250.8543+40.0204,156022508542365174,250.85426365,40.02040798,0.002219999907538295,0.003449999960139394,56853.26633102,10,102,22,15,26,20,19,0.9996970295906067,20.09480094909668,0.008182999677956104,0.04332299903035164,21,20.003000259399414,20.168899536132812,115000,0.9994440078735352,18.91309928894043,0.007974999956786633,0.03192799910902977,14,18.883399963378906,18.982500076293945,115000,0.9996820092201233,17.7898006439209,0.0033859999384731054,0.023034999147057533,25,17.756900787353516,17.85449981689453,115000,0.9996820092201233,17.27750015258789,0.004188999999314547,0.014224999584257603,14,17.25790023803711,17.306900024414062,115000,0.9993699789047241,17.023399353027344,0.005708999931812286,0.02010500058531761,15,16.99530029296875,17.060100555419922,115000
250.650953,39.718212,,Coordinates,None,PSO J250.6508+39.7182,155662506508122512,250.65080856,39.71823349,0.0024399999529123306,0.0033100000582635403,56089.02591435,5,96,12,17,36,15,16,0.9993460178375244,19.18589973449707,0.00989800039678812,0.025654999539256096,10,19.146099090576172,19.214599609375,115000,0.9992949962615967,18.508899688720703,0.007091999985277653,0.031105000525712967,16,18.471799850463867,18.591100692749023,115000,0.9996740221977234,18.24920082092285,0.002819000044837594,0.024910999462008476,33,18.17889976501465,18.325599670410156,115000,0.9988750219345093,18.132699966430664,0.00851800013333559,0.04173099994659424,14,18.10219955444336,18.210800170898438,115000,0.9990890026092529,18.047500610351562,0.012277999892830849,0.04426899924874306,15,17.9768009185791,18.136699676513672,115000
250.650953,39.718212,,Coordinates,None,PSO J250.6513+39.7182,155662506512492467,250.65125477,39.71819848,0.2035900056362152,0.2035900056362152,56093.35489583,0,1,1,0,0,0,0,0.5432800054550171,22.24530029296875,0.20303499698638916,-999.0,1,22.24530029296875,22.24530029296875,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0
250.774420,39.868832,,Coordinates,None,PSO J250.7742+39.8688,155842507742263204,250.77424409,39.86879933,0.0013699999544769526,0.0022299999836832285,56874.17018519,5,99,16,16,30,20,17,0.9997259974479675,18.824600219726562,0.005107999779284,0.01895900070667267,15,18.79450035095215,18.874300003051758,115000,0.9996010065078735,18.50349998474121,0.002974000060930848,0.027292000129818916,11,18.455299377441406,18.56279945373535,115000,0.9998959898948669,18.34950065612793,0.004062000196427107,0.021991999819874763,25,18.315799713134766,18.393600463867188,115000,0.9996830224990845,18.326200485229492,0.008860999718308449,0.03403899818658829,19,18.26129913330078,18.380800247192383,115000,0.9992409944534302,18.344200134277344,0.022404000163078308,0.07368399947881699,17,18.229799270629883,18.492300033569336,115000
250.940324,39.772122,,Coordinates,None,PSO J250.9401+39.7721,155722509401007204,250.94009985,39.77211893,0.0033100000582635403,0.00267999991774559,56845.98402778,5,93,15,16,31,13,18,0.9991570115089417,19.388900756835938,0.009928000159561634,0.030534999445080757,15,19.35689926147461,19.4689998626709,115000,0.9994980096817017,18.332799911499023,0.008124000392854214,0.02674500085413456,15,18.298799514770508,18.39189910888672,115000,0.9998630285263062,17.72249984741211,0.0033569999504834414,0.017145000398159027,24,17.695999145507812,17.74959945678711,115000,0.9990460276603699,17.45639991760254,0.005179999861866236,0.01926499977707863,13,17.424299240112305,17.49180030822754,115000,0.999638020992279,17.29450035095215,0.00949500035494566,0.031654998660087585,14,17.256999969482422,17.35930061340332,115000
250.594759,39.599743,,Coordinates,None,PSO J250.5948+39.5999,155522505947880552,250.59478624,39.59992274,0.003280000062659383,0.009060000069439411,56037.01844907,10,90,15,18,23,17,17,0.999176025390625,19.247800827026367,0.00457199988886714,0.028193999081850052,13,19.230100631713867,19.32900047302246,115000,0.9995449781417847,18.855600357055664,0.009394999593496323,0.02312999963760376,15,18.793100357055664,18.887399673461914,115000,0.9999309778213501,18.67770004272461,0.005375999957323074,0.03323899954557419,23,18.621299743652344,18.752300262451172,115000,0.9995729923248291,18.616300582885742,0.011057999916374683,0.03852500021457672,15,18.57360076904297,18.692399978637695,115000,0.9990860223770142,18.583599090576172,0.014771999791264534,0.16833899915218353,17,18.45050048828125,19.017099380493164,115000
250.899237,39.862938,,Coordinates,None,PSO J250.8992+39.8629,155832508992256015,250.89921716,39.86286229,0.0029200001154094934,0.003819999983534217,56756.99863426,5,103,17,15,31,19,21,0.9998610019683838,19.187400817871094,0.008008000440895557,0.022397000342607498,15,19.1382999420166,19.212600708007812,115000,0.9996640086174011,17.940000534057617,0.008197000250220299,0.01973400078713894,15,17.91230010986328,17.968000411987305,115000,0.9994670152664185,16.31399917602539,0.0018309999722987413,0.011207000352442265,24,16.294700622558594,16.337900161743164,115000,0.999675989151001,15.56309986114502,0.002265000017359853,0.009243999607861042,15,15.54640007019043,15.577099800109863,115000,0.9991059899330139,15.201399803161621,0.003022999968379736,0.012946000322699547,15,15.177300453186035,15.217499732971191,115000
250.788058,39.977710,,Coordinates,None,PSO J250.7880+39.9777,155972507879653969,250.78798392,39.97771703,0.006149999797344208,0.007619999814778566,56892.42765046,10,97,16,16,31,19,15,0.9996950030326843,19.037599563598633,0.003212000010535121,0.017340000718832016,16,19.01300048828125,19.0841007232666,115000,0.9996860027313232,18.51140022277832,0.006597999949008226,0.037450000643730164,13,18.486000061035156,18.599599838256836,115000,0.9998859763145447,18.285200119018555,0.003317000111564994,0.025925999507308006,26,18.259899139404297,18.364599227905273,115000,0.9994369745254517,18.194299697875977,0.0062939999625086784,0.031176000833511353,17,18.10770034790039,18.22100067138672,115000,0.9993929862976074,18.123600006103516,0.016047999262809753,0.0531810000538826,14,17.998899459838867,18.21139907836914,115000
251.012266,39.672319,,Coordinates,None,PSO J251.0120+39.6723,155602510120097407,251.01198513,39.6723001,0.0026400000788271427,0.0022100000642240047,56791.17806713,5,98,18,14,31,16,19,0.9992769956588745,17.776500701904297,0.0050200000405311584,0.017148999497294426,12,17.753000259399414,17.802200317382812,115000,0.9996899962425232,17.345800399780273,0.0050479997880756855,0.01598699949681759,11,17.331100463867188,17.374799728393555,115000,0.9996780157089233,17.17959976196289,0.0023250000085681677,0.010277999565005302,27,17.157899856567383,17.202800750732422,115000,0.9996489882469177,17.13089942932129,0.005733999889343977,0.01780400052666664,15,17.108400344848633,17.16080093383789,115000,0.9993849992752075,17.088600158691406,0.007939999923110008,0.02432199940085411,15,17.040599822998047,17.133899688720703,115000
250.788058,39.977710,,Coordinates,None,PSO J250.7880+39.9777,155972507879653969,250.78798392,39.97771703,0.006149999797344208,0.007619999814778566,56892.42765046,10,97,16,16,31,19,15,0.9996950030326843,19.037599563598633,0.003212000010535121,0.017340000718832016,16,19.01300048828125,19.0841007232666,115000,0.9996860027313232,18.51140022277832,0.006597999949008226,0.037450000643730164,13,18.486000061035156,18.599599838256836,115000,0.9998859763145447,18.285200119018555,0.003317000111564994,0.025925999507308006,26,18.259899139404297,18.364599227905273,115000,0.9994369745254517,18.194299697875977,0.0062939999625086784,0.031176000833511353,17,18.10770034790039,18.22100067138672,115000,0.9993929862976074,18.123600006103516,0.016047999262809753,0.0531810000538826,14,17.998899459838867,18.21139907836914,115000
250.732884,39.732595,,Coordinates,None,PSO J250.7329+39.7329,155682507329380061,250.73294887,39.73286366,0.002749999985098839,0.0037499999161809683,56076.00300926,5,83,10,9,33,16,15,0.9993780255317688,18.811199188232422,0.013551999814808369,0.028356999158859253,8,18.756000518798828,18.843799591064453,115000,0.9995489716529846,18.493900299072266,0.014569000340998173,0.04229100048542023,6,18.45560073852539,18.568099975585938,115000,0.999796986579895,18.370500564575195,0.004155000206083059,0.021449999883770943,30,18.337600708007812,18.412399291992188,115000,0.9987149834632874,18.349599838256836,0.0067540002055466175,0.02654399909079075,14,18.31410026550293,18.403799057006836,115000,0.9993590116500854,18.30299949645996,0.016606999561190605,0.0644410029053688,15,18.165800094604492,18.403600692749023,115000
250.697624,39.835816,,Coordinates,None,PSO J250.6974+39.8360,155802506973723797,250.69738341,39.8359771,0.20632000267505646,0.20632000267505646,55650.644375,0,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,0.5897449851036072,20.936199188232422,0.2057729959487915,-999.0,1,20.936199188232422,20.936199188232422,16781336,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0
250.598083,39.712579,,Coordinates,None,PSO J250.5981+39.7126,155652505981135772,250.59811397,39.71261516,0.0033400000538676977,0.014310000464320183,56911.23043981,5,87,17,18,27,14,11,0.9995369911193848,19.377899169921875,0.010083000175654888,0.04717300087213516,15,19.302099227905273,19.478099822998047,16892216,0.9993619918823242,18.947399139404297,0.022892000153660774,0.0814879983663559,15,18.768400192260742,19.064800262451172,16892216,0.9996979832649231,18.655399322509766,0.02824999950826168,0.16245600581169128,23,18.38159942626953,18.838300704956055,16892216,0.9990779757499695,18.538700103759766,0.012969999574124813,0.05134600028395653,13,18.43589973449707,18.613100051879883,16892216,0.9993590116500854,18.44339942932129,0.01859400048851967,0.06999299675226212,10,18.300199508666992,18.504100799560547,16892216
250.957835,39.975986,,Coordinates,None,PSO J250.9575+39.9760,155972509575501792,250.9575083,39.9759937,0.012350000441074371,0.007899999618530273,56873.97299769,15,89,11,14,28,18,18,0.9991959929466248,20.085500717163086,0.019138000905513763,0.05551899969577789,9,20.002899169921875,20.18280029296875,115000,0.9996910095214844,18.88949966430664,0.004406999796628952,0.017155999317765236,11,18.863800048828125,18.926799774169922,115000,0.9997349977493286,17.818099975585938,0.0035520000383257866,0.01838099956512451,24,17.786100387573242,17.856300354003906,115000,0.9994800090789795,17.327299118041992,0.005024000070989132,0.01851700060069561,17,17.293800354003906,17.361000061035156,115000,0.9991700053215027,17.087299346923828,0.008290999568998814,0.032850999385118484,17,17.042999267578125,17.17099952697754,115000
250.957835,39.975986,,Coordinates,None,PSO J250.9581+39.9760,155972509580611846,250.9580554,39.97603461,0.2110300064086914,0.2110300064086914,56087.37657407,0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,0.17984400689601898,22.23150062561035,0.2104939967393875,-999.0,1,22.23150062561035,22.23150062561035,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,0
250.820717,39.663549,,Coordinates,None,PSO J250.8207+39.6637,155592508206737109,250.82067473,39.66372144,0.001449999981559813,0.0013299999991431832,56789.56076389,5,94,16,14,30,17,17,0.9994810223579407,18.3572998046875,0.003280000062659383,0.017859000712633133,15,18.322900772094727,18.382999420166016,115000,0.9994570016860962,17.62779998779297,0.007899000309407711,0.016558000817894936,9,17.600900650024414,17.64889907836914,115000,0.9994509816169739,17.292499542236328,0.002440999960526824,0.012488000094890594,24,17.267799377441406,17.31209945678711,115000,0.9996849894523621,17.151899337768555,0.0038709999062120914,0.017239000648260117,17,17.129899978637695,17.186800003051758,115000,0.9988290071487427,17.056100845336914,0.007048000115901232,0.02553500048816204,15,17.00550079345703,17.095699310302734,115000
250.598083,39.712579,,Coordinates,None,PSO J250.5981+39.7126,155652505981135772,250.59811397,39.71261516,0.0033400000538676977,0.014310000464320183,56911.23043981,5,87,17,18,27,14,11,0.9995369911193848,19.377899169921875,0.010083000175654888,0.04717300087213516,15,19.302099227905273,19.478099822998047,16892216,0.9993619918823242,18.947399139404297,0.022892000153660774,0.0814879983663559,15,18.768400192260742,19.064800262451172,16892216,0.9996979832649231,18.655399322509766,0.02824999950826168,0.16245600581169128,23,18.38159942626953,18.838300704956055,16892216,0.9990779757499695,18.538700103759766,0.012969999574124813,0.05134600028395653,13,18.43589973449707,18.613100051879883,16892216,0.9993590116500854,18.44339942932129,0.01859400048851967,0.06999299675226212,10,18.300199508666992,18.504100799560547,16892216
250.656515,39.694507,,Coordinates,None,PSO J250.6565+39.6943,155632506564853819,250.65649179,39.69432558,0.002219999907538295,0.003100000089034438,55918.82773148,5,97,17,16,29,16,19,0.9997280240058899,18.82859992980957,0.006903999950736761,0.02822200022637844,13,18.7898006439209,18.896499633789062,115000,0.99925297498703,18.2012996673584,0.0053400001488626,0.015884000808000565,15,18.176700592041016,18.226900100708008,115000,0.9998400211334229,17.960399627685547,0.0026499999221414328,0.018316000699996948,24,17.937700271606445,18.007600784301758,115000,0.9992030262947083,17.858400344848633,0.005770000163465738,0.02573700062930584,16,17.83300018310547,17.91189956665039,115000,0.9994329810142517,17.78820037841797,0.011087999679148197,0.04454199969768524,16,17.708999633789062,17.846900939941406,115000
