ra,dec
187.27791666666664,2.0524999999999998
194.04624999999996,-5.789444444444444
250.74499999999995,39.81027777777778
271.71124999999995,69.82444444444444
343.49041666666665,16.148333333333333
35.665,43.035555555555554
179.88249999999996,29.245555555555555
248.81458333333327,38.13444444444444
265.15416666666664,52.195277777777775
130.35125,70.89500000000001
39.66208333333333,16.616388888888892
338.15166666666664,11.730833333333333
243.42083333333326,34.21333333333334
356.76666666666665,51.705000000000005
228.21041666666665,-9.1
330.68041666666664,42.27777777777778
166.11374999999998,38.20888888888889
253.4675,39.76027777777778
127.71708333333332,24.183333333333334
133.70374999999999,20.108611111111113
127.95375,4.494166666666667
185.3820833333333,28.233055555555556
114.53083333333332,17.705277777777777
329.7166666666666,-30.225555555555555
149.69666666666666,65.56527777777778
110.47249999999998,71.34333333333333
