|Unnamed: 0|Star|RAh|RAm|RAs|DEd|DEm|DEs|V|B-V|U-B|V-R|R-I|V-I|n|m|e_V|e_B-V|e_U-B|e_V-R|e_R-I|e_V-I|RA_deg|DEC_deg|RA_hhmmss|DEC_ddmmss|R|dxy_deg
348|500|Mark A3|20.0|44.0|3.82|-10.0|45.0|37.9|14.818|0.938|0.6509999999999999|0.5870000000000001|0.51|1.0979999999999999|22|10|0.0023|0.0034|0.0104|0.0021|0.003|0.0045|311.01591666666667|-10.760527777777776|20 44 3.82|-10 45 37.9|14.231|78.67648804044379
349|499|Mark A|20.0|43.0|59.227|-10.0|47.0|41.68|13.255999999999998|-0.246|-1.159|-0.114|-0.124|-0.23800000000000002|88|71|0.0008|0.0008|0.0021|0.0008|0.0027|0.0029|310.9967791666666|-10.794911111111109|20 43 59.227|-10 47 41.68|13.37|78.68393759357046
350|774|PG1126+469B|||||||12.727|0.584|0.048|0.328|+0.336|+0.668|1|1| ... | ... | ... | ... | ... | ... |172.30943333333332|46.57294166666667|11 29 14.264|+46 34 22.59|12.399|78.72656312322536
351|302|103 526|11.0|56.0|54.182|0.0|30.0|13.47|10.89|1.09|0.936|0.56|0.501|1.056|9|6|0.0005|0.001|0.0005|0.0011|0.0005|0.0014|179.22575833333332|0.5037416666666666|11 56 54.181999999999995|0 30 13.47|10.33|81.60885803409545
352|300|103 302|11.0|56.0|6.021|0.0|47.0|54.36|9.859|0.37|-0.057|0.23|0.23600000000000002|0.465|76|63|0.0007|0.0005|0.0009|0.0005|0.0007|0.0009|179.02508749999996|0.7984333333333333|11 56 6.021|0 47 54.36|9.629|81.6435536706064
353|301|103 626|11.0|56.0|46.15600000000001|0.0|23.0|14.71|11.836|0.413|-0.057|0.262|0.27399999999999997|0.535|17|10|0.0034|0.0027|0.0032|0.0022|0.0015|0.0024|179.19231666666664|0.3874194444444445|11 56 46.156000000000006|0 23 14.71|11.573999999999998|81.69423634119082
354|298|BD +5 2529|11.0|41.0|49.593|5.0|8.0|26.54|9.585|1.233|1.194|0.7829999999999999|0.667|1.452|35|27|0.0011|0.0012|0.0024|0.0009|0.0007|0.0011|175.4566375|5.140705555555557|11 41 49.593|5 8 26.54|8.802000000000003|82.8873739842401
355|299|G10 50|11.0|47.0|44.39|0.0|48.0|16.4|11.153|1.7519999999999998|1.318|1.294|1.673|2.969|14|7|0.0024|0.0024|0.0078|0.0037|0.0021|0.0037|176.93495833333333|0.8045555555555556|11 47 44.39|0 48 16.4|9.858999999999998|83.48274442609218
356|506|113 440|21.0|40.0|34.426|0.0|41.0|46.92|11.796|0.637|0.16699999999999998|0.363|0.35|0.715|2|1|0.0014|0.0014|0.0042||0.0028|0.0021|325.14344166666666|0.6963666666666667|21 40 34.426|0 41 46.92|11.433|84.05371000042955
357|516|113 459|21.0|41.0|14.979|0.0|43.0|4.64|12.125|0.535|-0.018000000000000002|0.307|0.313|0.623|4|2|0.007|0.0055|0.007|0.0055|0.006|0.0105|325.3124125|0.7179555555555556|21 41 14.979000000000001|0 43 4.64|11.818|84.19328158274396
358|508|113 L1|21.0|40.0|47.382|0.0|28.0|34.96|15.53|1.3430000000000002|1.18|0.867|0.723|1.594|2|1|0.0042|0.0509|0.1867|0.0049|0.0049|0.0007|325.1974249999999|0.4763777777777778|21 40 47.382|0 28 34.96|14.663|84.204033618293
359|509|113 337|21.0|40.0|49.456|0.0|27.0|58.01|14.225|0.519|-0.025|0.35100000000000003|0.331|0.682|5|3|0.013|0.0058|0.0085|0.0072|0.0063|0.0116|325.20606666666663|0.4661138888888889|21 40 49.456|0 27 58.01|13.874|84.21646918063907
360|507|113 221|21.0|40.0|36.542|0.0|21.0|3.31|12.071|1.031|0.8740000000000001|0.55|0.49|1.041|24|10|0.0016|0.002|0.0055|0.0018|0.0014|0.0022|325.1522583333333|0.3509194444444444|21 40 36.542|0 21 3.31|11.521|84.22280601334657
361|510|113 339|21.0|40.0|55.675|0.0|27.0|58.07|12.25|0.568|-0.034|0.34|0.34700000000000003|0.687|31|18|0.002|0.002|0.0038|0.0014|0.0016|0.0025|325.23197916666663|0.4661305555555556|21 40 55.675|0 27 58.07|11.91|84.23937313405966
362|512|113 342|21.0|40.0|59.843|0.0|27.0|36.65|10.878|1.015|0.696|0.537|0.513|1.05|7|3|0.0015|0.0015|0.006|0.0019|0.0023|0.0049|325.24934583333334|0.4601805555555556|21 40 59.843|0 27 36.65|10.341|84.25750826752049
363|518|113 466|21.0|41.0|27.386|0.0|40.0|15.56|10.003|0.453|0.003|0.279|0.28300000000000003|0.564|109|91|0.0004|0.0004|0.0009|0.0003|0.0005|0.0007|325.3641083333333|0.6709888888888889|21 41 27.386|0 40 15.56|9.724|84.26087623084419
364|511|113 233|21.0|40.0|59.227|0.0|22.0|2.43|12.398|0.5489999999999999|0.096|0.338|0.322|0.6609999999999999|2|1|0.0021|0.0014|0.0007||0.0007|0.0007|325.24677916666667|0.3673416666666666|21 40 59.227|0 22 2.43|12.06|84.29863764061652
365|514|113 241|21.0|41.0|9.188|0.0|25.0|48.2|14.352|1.344|1.452|0.897|0.797|1.683|22|9|0.0019|0.0032|0.0056|0.0012|0.0031|0.0038|325.28828333333325|0.4300555555555556|21 41 9.187999999999999|0 25 48.2|13.455|84.30600804441646
366|513|113 239|21.0|41.0|6.87|0.0|22.0|33.87|13.038|0.516|0.051|0.318|0.327|0.647|2|1|0.0057|0.0028|0.0042|0.0014|0.0035|0.0049|325.278625|0.376075|21 41 6.87|0 22 33.87|12.72|84.32269922363447
367|515|113 245|21.0|41.0|13.344|0.0|21.0|52.76|15.665|0.628|0.112|0.396|0.318|0.716|2|1|0.0092|0.0099|0.0021|0.024|0.0106|0.0354|325.3056|0.3646555555555555|21 41 13.344000000000001|0 21 52.76|15.268999999999998|84.35188311388362
368|521|113 475|21.0|41.0|51.293|0.0|39.0|20.78|10.304|1.058|0.841|0.568|0.528|1.097|89|79|0.0004|0.0005|0.0012|0.0004|0.0006|0.0006|325.4637208333333|0.6557722222222222|21 41 51.293|0 39 20.78|9.736|84.35616485041051
369|517|113 250|21.0|41.0|24.583|0.0|20.0|41.01|13.16|0.505|-0.003|0.309|0.316|0.626|4|2|0.0025|0.0025|0.0165|0.0035|0.0045|0.0045|325.35242916666664|0.344725|21 41 24.583000000000002|0 20 41.01|12.850999999999999|84.40259677826715
370|523|113 366|21.0|41.0|53.577|0.0|29.0|22.85|13.537|1.096|0.8959999999999999|0.623|0.588|1.2109999999999999|2|1|0.0007|0.0049|0.0049|0.0113|0.0021|0.0099|325.47323749999987|0.4896805555555556|21 41 53.577|0 29 22.85|12.914|84.44180745204727
371|533|113 491|21.0|42.0|24.506|0.0|43.0|54.63|14.373|0.764|0.306|0.434|0.42|0.8540000000000001|4|2|0.0025|0.002|0.0185|0.0085|0.0095|0.0175|325.60210833333326|0.7318416666666667|21 42 24.506|0 43 54.63|13.939|84.44353638330523
372|520|113 260|21.0|41.0|48.07100000000001|0.0|23.0|52.81|12.406|0.514|0.069|0.308|0.298|0.606|23|11|0.0044|0.0021|0.0029|0.0019|0.0015|0.0019|325.4502958333333|0.3980027777777778|21 41 48.071000000000005|0 23 52.81|12.098|84.4642447797971
373|522|113 263|21.0|41.0|52.87300000000001|0.0|25.0|37.6|15.481|0.28|0.07400000000000001|0.194|0.207|0.401|4|1|0.01|0.008|0.025|0.0035|0.012|0.014|325.47030416666666|0.4271111111111111|21 41 52.873000000000005|0 25 37.6|15.287|84.4683662651013
374|527|113 372|21.0|42.0|1.99|0.0|28.0|38.9|13.681|0.67|0.08|0.395|0.37|0.7659999999999999|2|1|0.0042|0.0028|0.0141|0.0042|0.0099|0.0064|325.50829166666665|0.4774722222222222|21 42 1.99|0 28 38.9|13.286|84.47851427260198
375|534|113 492|21.0|42.0|27.808000000000003|0.0|38.0|21.96|12.174|0.5529999999999999|0.005|0.342|0.341|0.684|9|5|0.0033|0.0063|0.0063|0.0027|0.0033|0.0053|325.61586666666665|0.6394333333333333|21 42 27.808000000000003|0 38 21.96|11.832|84.49853093343485
376|519|113 259|21.0|41.0|44.849|0.0|17.0|40.05|11.744000000000002|1.199|1.22|0.621|0.544|1.167|98|83|0.0005|0.0008|0.0017|0.0004|0.0005|0.0007|325.43687083333333|0.2944583333333333|21 41 44.849|0 17 40.05|11.123|84.50074292542813
377|535|113 493|21.0|42.0|28.579|0.0|38.0|11.53|11.767|0.7859999999999999|0.392|0.43|0.39299999999999996|0.8240000000000001|8|4|0.0039|0.0035|0.0064|0.0028|0.0018|0.0039|325.61907916666667|0.6365361111111111|21 42 28.579|0 38 11.53|11.337000000000002|84.50272047231977
378|536|113 495|21.0|42.0|29.737|0.0|38.0|7.96|12.437|0.947|0.53|0.512|0.49700000000000005|1.01|6|3|0.0024|0.0029|0.0053|0.0033|0.0037|0.0057|325.62390416666665|0.6355444444444445|21 42 29.737|0 38 7.96|11.925|84.50745541630415
379|525|113 268|21.0|41.0|57.08600000000001|0.0|19.0|55.88|15.281|0.589|-0.018000000000000002|0.379|0.40700000000000003|0.7859999999999999|6|2|0.0033|0.0094|0.0229|0.0078|0.0208|0.0229|325.4878583333333|0.3321888888888889|21 41 57.086000000000006|0 19 55.88|14.902000000000001|84.5281868618732
380|524|113 265|21.0|41.0|53.746|0.0|18.0|4.21|14.934|0.639|0.101|0.411|0.395|0.807|9|4|0.018|0.012|0.0163|0.016|0.017|0.0263|325.47394166666663|0.30116944444444443|21 41 53.746|0 18 4.21|14.523|84.53037539201598
381|530|113 272|21.0|42.0|20.301|0.0|20.0|58.51|13.904000000000002|0.633|0.067|0.37|0.34|0.71|2|1|0.0014|0.0007|0.0255|0.0007|0.0134|0.012|325.5845875|0.3495861111111111|21 42 20.301|0 20 58.51|13.534000000000002|84.60561473083155
382|529|113 153|21.0|42.0|8.863|0.0|15.0|4.78|14.476|0.745|0.285|0.462|0.441|0.902|3|2|0.1051|0.0381|0.0502|0.0121|0.0139|0.0064|325.53692916666665|0.25132777777777776|21 42 8.863|0 15 4.78|14.014000000000001|84.6093564186266
383|528|113 149|21.0|42.0|5.56|0.0|9.0|25.7|13.469|0.621|0.043|0.379|0.386|0.765|2|1|0.0078|0.0148|0.0099|0.0049|0.0085|0.0042|325.52316666666667|0.15713888888888888|21 42 5.56|0 9 25.7|13.090000000000002|84.64127618230539
384|532|113 158|21.0|42.0|21.763|0.0|14.0|9.73|13.116|0.723|0.247|0.407|0.374|0.782|3|2|0.0035|0.0023|0.004|0.0029|0.0046|0.0029|325.59067916666663|0.2360361111111111|21 42 21.763|0 14 9.73|12.709000000000001|84.66402006408235
385|531|113 156|21.0|42.0|21.714|0.0|12.0|10.06|11.224|0.526|-0.057|0.303|0.314|0.618|2|1|0.0035|0.0035|0.0057|0.0042|0.0007|0.0028|325.5904749999999|0.20279444444444444|21 42 21.714000000000002|0 12 10.06|10.921|84.67938275622879
386|526|113 34|21.0|41.0|58.784|0.0|1.0|6.97|15.173|0.484|-0.054000000000000006|0.306|0.34600000000000003|0.652|2|1|0.0014|0.0035|0.0205|0.0106|0.0127|0.0021|325.49493333333334|0.018602777777777774|21 41 58.784|0 1 6.97|14.867|84.68134347448328
387|539|113 281|21.0|42.0|38.704|0.0|18.0|56.66|15.247|0.529|-0.026|0.34700000000000003|0.359|0.706|2|1|0.0078|0.0014|0.0311|0.0021|0.0368|0.0389|325.6612666666666|0.3157388888888889|21 42 38.704|0 18 56.66|14.9|84.68922961815788
388|537|113 163|21.0|42.0|35.438|0.0|16.0|45.54|14.54|0.6579999999999999|0.106|0.38|0.355|0.735|15|7|0.0041|0.0049|0.0093|0.0054|0.0083|0.0108|325.64765833333325|0.27931666666666666|21 42 35.438|0 16 45.54|14.159999999999998|84.69418582032797
389|538|113 165|21.0|42.0|37.99800000000001|0.0|15.0|33.15|15.639|0.601|0.003|0.354|0.392|0.746|2|1|0.0007|0.0057|0.0297|0.0212|0.0431|0.0643|325.65832499999993|0.2592083333333333|21 42 37.998000000000005|0 15 33.15|15.285000000000002|84.71300583000753
390|540|113 167|21.0|42.0|40.95|0.0|16.0|8.62|14.841|0.597|-0.034|0.35100000000000003|0.376|0.728|2|1|0.0007|0.0099|0.024|0.0071|0.0141|0.0219|325.670625|0.2690611111111111|21 42 40.95|0 16 8.62|14.489999999999998|84.71928409235353
391|541|113 177|21.0|42.0|56.538|0.0|14.0|43.8|13.56|0.789|0.318|0.456|0.436|0.89|27|13|0.0052|0.004|0.006|0.0044|0.0037|0.0056|325.735575|0.2455|21 42 56.538000000000004|0 14 43.8|13.104|84.78772304665087
392|542|113 182|21.0|43.0|8.336|0.0|14.0|49.98|14.37|0.659|0.065|0.402|0.42200000000000004|0.8240000000000001|13|6|0.0144|0.0089|0.0089|0.0039|0.0086|0.0089|325.78473333333324|0.2472166666666667|21 43 8.336|0 14 49.98|13.968|84.83040364880556
393|543|113 187|21.0|43.0|20.629|0.0|16.0|54.22|15.08|1.063|0.969|0.638|0.535|1.1740000000000002|7|4|0.006|0.0163|0.0299|0.0068|0.0042|0.0072|325.8359541666666|0.2817277777777778|21 43 20.629|0 16 54.22|14.442|84.85963506145272
394|297|HD 100340|11.0|32.0|49.941|5.0|16.0|36.23|10.115|-0.234|-0.975|-0.104|-0.135|-0.23800000000000002|37|28|0.0012|0.001|0.0018|0.0005|0.0009|0.0011|173.20808749999995|5.276730555555557|11 32 49.941|5 16 36.23|10.219|84.87955397963698
395|544|113 189|21.0|43.0|27.481|0.0|17.0|20.91|15.421|1.118|0.958|0.713|0.605|1.319|8|4|0.0138|0.0127|0.0714|0.0113|0.0074|0.0156|325.8645041666666|0.2891416666666667|21 43 27.480999999999998|0 17 20.91|14.708|84.88144735900079
396|545|113 307|21.0|43.0|30.444000000000006|0.0|18.0|4.17|14.214|1.128|0.911|0.63|0.614|1.245|2|1|0.0049|0.0269|0.0035|0.0014|0.0219|0.0198|325.87684999999993|0.3011583333333333|21 43 30.444000000000003|0 18 4.17|13.584000000000001|84.88677991123163
397|546|113 191|21.0|43.0|33.561|0.0|15.0|54.39|12.337|0.799|0.223|0.471|0.466|0.937|7|4|0.0042|0.0023|0.0045|0.0023|0.0023|0.0034|325.88983749999994|0.2651083333333333|21 43 33.561|0 15 54.39|11.866|84.91505773001175
398|547|113 195|21.0|43.0|40.819|0.0|17.0|21.83|13.692|0.73|0.201|0.418|0.413|0.8320000000000001|10|5|0.0051|0.0057|0.0101|0.0032|0.0038|0.0032|325.92007916666665|0.2893972222222222|21 43 40.819|0 17 21.83|13.274|84.93051587975371
399|501|Wolf 918|21.0|9.0|17.430999999999994|-13.0|18.0|9.01|10.869000000000002|1.493|1.139|0.978|1.083|2.064|11|7|0.0021|0.0038|0.0051|0.0022|0.0025|0.003|317.3226291666666|-13.302502777777779|21 9 17.430999999999997|-13 18 9.01|9.891000000000002|85.16776481625419
400|548|G93 48D|21.0|52.0|10.158|2.0|21.0|25.52|13.664|0.636|0.12|0.368|0.36200000000000004|0.7240000000000001|21|9|0.0016|0.0025|0.0033|0.0018|0.0028|0.003|328.04232499999995|2.3570888888888892|21 52 10.158|2 21 25.52|13.296|85.89306031398822
401|549|G93 48C|21.0|52.0|13.86|2.0|21.0|52.9|12.664|1.32|1.26|0.852|0.759|1.61|33|16|0.0005|0.0015|0.0054|0.001|0.0011|0.0018|328.05774999999994|2.3646944444444444|21 52 13.86|2 21 52.9|11.812|85.9036263712779
402|550|G93 48A|21.0|52.0|17.45|2.0|23.0|14.2|12.856|0.715|0.278|0.403|0.365|0.772|26|14|0.0017|0.002|0.0032|0.0009|0.0018|0.0023|328.0727083333333|2.3872777777777783|21 52 17.45|2 23 14.2|12.453|85.90724885063585
403|551|G93 48B|21.0|52.0|18.349|2.0|23.0|10.4|12.416|0.7190000000000001|0.194|0.405|0.38299999999999995|0.7909999999999999|25|14|0.0019|0.0017|0.0038|0.0012|0.0014|0.002|328.0764541666667|2.3862222222222216|21 52 18.349|2 23 10.4|12.011|85.91108041316083
404|552|G93 48|21.0|52.0|25.379|2.0|23.0|19.6|12.743|-0.011|-0.79|-0.096|-0.099|-0.195|106|90|0.0006|0.0007|0.0016|0.0006|0.0017|0.0018|328.10574583333334|2.3887777777777783|21 52 25.379|2 23 19.6|12.839|85.93633491218723
405|502|G26 7A|21.0|31.0|6.807|-9.0|46.0|35.55|13.047|0.725|0.279|0.405|0.371|0.7759999999999999|17|9|0.0016|0.0017|0.0025|0.0016|0.002|0.0022|322.7783625|-9.776541666666667|21 31 6.807|-9 46 35.55|12.642|87.4508889358613
406|503|G26 7|21.0|31.0|18.637|-9.0|47.0|26.44|12.005999999999998|1.664|1.231|1.298|1.669|2.968|25|12|0.0017|0.0006|0.0041|0.0011|0.0009|0.0015|322.82765416666666|-9.790677777777775|21 31 18.637|-9 47 26.44|10.707999999999998|87.49950756281702
407|505|G26 7B|21.0|31.0|26.454|-9.0|47.0|23.47|13.454|0.562|0.027000000000000003|0.32299999999999995|0.327|0.652|16|9|0.0017|0.0021|0.0037|0.0018|0.0017|0.0029|322.860225|-9.789852777777778|21 31 26.454|-9 47 23.47|13.130999999999998|87.52587404835666
408|504|G26 7C|21.0|31.0|23.333|-9.0|50.0|46.6|12.468|0.624|0.093|0.354|0.34|0.695|12|6|0.0006|0.0013|0.0042|0.0005|0.001|0.001|322.8472208333333|-9.846277777777779|21 31 23.333000000000002|-9 50 46.6|12.114|87.54715163122528
409|296|BD +5 2468|11.0|15.0|30.897|4.0|57.0|23.52|9.352|-0.114|-0.5429999999999999|-0.035|-0.052000000000000005|-0.08900000000000001|42|35|0.0017|0.001|0.0017|0.0006|0.0012|0.0013|168.87873749999997|4.956533333333334|11 15 30.897|4 57 23.52|9.387|88.97678594733317
410|554|PG2213-006C|22.0|16.0|17.674|0.0|22.0|14.3|15.108|0.726|0.175|0.425|0.43200000000000005|0.853|34|17|0.002|0.003|0.0039|0.002|0.0039|0.0047|334.0736416666666|0.3706388888888889|22 16 17.674|0 22 14.3|14.682999999999998|92.19082187342563
411|553|PG2213-006F|22.0|16.0|12.898|0.0|17.0|55.86|12.644|0.6779999999999999|0.171|0.395|0.384|0.7809999999999999|30|15|0.001|0.0011|0.0019|0.0006|0.0013|0.0014|334.05374166666667|0.29885|22 16 12.898|0 17 55.86|12.249|92.20357565258497
412|556|PG2213-006B|22.0|16.0|21.757|0.0|21.0|48.5|12.71|0.753|0.29100000000000004|0.4270000000000001|0.40399999999999997|0.831|24|13|0.0007|0.0014|0.0018|0.0005|0.0011|0.0012|334.09065416666664|0.3634722222222222|22 16 21.756999999999998|0 21 48.5|12.283|92.20926491956985
413|558|PG2213-006A|22.0|16.0|23.206|0.0|21.0|26.98|14.18|0.665|0.094|0.407|0.408|0.8170000000000001|32|17|0.0006|0.0007|0.0025|0.0016|0.0026|0.003|334.09669166666663|0.35749444444444445|22 16 23.206|0 21 26.98|13.773|92.21727938104668
414|555|PG2213-006E|22.0|16.0|21.309|0.0|17.0|39.75|13.776|0.6609999999999999|0.087|0.397|0.373|0.778|3|3|0.0025|0.0029|0.0027|0.0029|0.0052|0.0032|334.0887874999999|0.294375|22 16 21.309|0 17 39.75|13.379000000000001|92.23715892842719
415|559|PG2213-006|22.0|16.0|28.375|0.0|21.0|13.51|14.137|-0.214|-1.176|-0.07200000000000001|-0.132|-0.21100000000000002|33|18|0.001|0.0014|0.0006|0.0011|0.0044|0.0057|334.11822916666665|0.3537527777777777|22 16 28.375|0 21 13.51|14.209000000000001|92.23834726811377
416|557|PG2213-006D|22.0|16.0|22.59|0.0|17.0|40.7|13.987|0.787|0.128|0.486|0.479|0.9670000000000001|34|16|0.0015|0.0015|0.0029|0.0009|0.0021|0.0022|334.0941249999999|0.2946388888888889|22 16 22.59|0 17 40.7|13.501|92.24186877477432
417|286|G45 20|10.0|56.0|28.91|7.0|0.0|53.2|13.507|2.0340000000000003|1.165|1.823|2.174|4.0|19|10|0.006|0.0069|0.0346|0.0073|0.0025|0.0062|164.12045833333332|7.014777777777778|10 56 28.91|7 0 53.2|11.684000000000001|92.62481330189046
418|284|G44 40|10.0|50.0|52.01|6.0|48.0|29.3|11.675|1.644|1.213|1.216|1.568|2.786|13|6|0.0033|0.0031|0.0092|0.0031|0.0017|0.0039|162.71670833333332|6.808138888888887|10 50 52.01|6 48 29.3|10.459|94.01128286005485
419|294|G163 50|11.0|7.0|59.95|-5.0|9.0|26.1|13.057|0.036000000000000004|-0.696|-0.084|-0.07200000000000001|-0.158|84|70|0.0009|0.0012|0.0014|0.0009|0.0016|0.0022|166.99979166666662|-5.15725|11 7 59.95|-5 9 26.1|13.140999999999998|95.05439744293064
420|295|G163 51|11.0|8.0|6.539|-5.0|13.0|47.19|12.559|1.499|1.195|1.08|1.355|2.434|47|34|0.0012|0.0021|0.0087|0.001|0.0008|0.0012|167.02724583333332|-5.229775|11 8 6.539|-5 13 47.19|11.479|95.06455026420436
421|287|102 1081|10.0|57.0|4.045|0.0|13.0|12.87|9.903|0.664|0.258|0.366|0.332|0.6970000000000001|89|80|0.0007|0.0006|0.0013|0.0005|0.0006|0.0008|164.26685416666663|0.22024166666666667|10 57 4.045|0 13 12.87|9.537|95.10962446593061
422|293|G163 51A|11.0|7.0|37.196|-5.0|12.0|23.31|12.504|0.6659999999999999|0.06|0.382|0.371|0.753|6|3|0.0037|0.002|0.0037|0.0037|0.0037|0.0057|166.90498333333332|-5.206475|11 7 37.196|-5 12 23.31|12.122000000000002|95.16121281973292
423|290|G163 51B|11.0|7.0|32.846|-5.0|12.0|37.29|11.292|0.623|0.119|0.355|0.336|0.6920000000000001|6|3|0.0029|0.0016|0.0024|0.0012|0.002|0.0029|166.88685833333332|-5.210358333333334|11 7 32.846|-5 12 37.29|10.937000000000001|95.17901869443608
424|291|G163 51C|11.0|7.0|33.782|-5.0|14.0|20.26|12.672|0.431|-0.009000000000000001|0.267|0.272|0.54|6|3|0.0033|0.0049|0.0061|0.0024|0.0024|0.0045|166.89075833333334|-5.238961111111111|11 7 33.782|-5 14 20.26|12.405|95.18911581667257
425|292|G163 51D|11.0|7.0|34.915|-5.0|15.0|0.5|13.862|0.8440000000000001|0.202|0.478|0.466|0.945|6|3|0.0041|0.0029|0.0171|0.0045|0.0086|0.0114|166.89547916666663|-5.2501388888888885|11 7 34.915|-5 15 0.5|13.384|95.1902478941683
426|289|G163 51E|11.0|7.0|22.332|-5.0|16.0|13.86|14.466|0.611|0.095|0.381|0.344|0.725|1|1|0.015|0.015|0.02|0.015|0.015|0.015|166.84304999999995|-5.2705166666666665|11 7 22.331999999999997|-5 16 13.86|14.085|95.24607730266246
427|285|102 620|10.0|55.0|4.231|0.0|48.0|18.88|10.074|1.08|1.025|0.645|0.524|1.169|82|72|0.0006|0.0005|0.0014|0.0004|0.0006|0.0007|163.7676291666666|0.8052444444444445|10 55 4.231|0 48 18.88|9.429|95.32290208766007
428|283|PG1047+003C|10.0|50.0|13.682|0.0|0.0|32.35|12.453|0.607|-0.019|0.378|0.358|0.737|11|6|0.0093|0.0024|0.006|0.0036|0.0033|0.0045|162.55700833333333|0.008986111111111111|10 50 13.682|0 0 32.35|12.075|96.7536288339364
429|282|PG1047+003B|10.0|50.0|7.915|0.0|2.0|4.36|14.751|0.679|0.172|0.391|0.371|0.764|13|5|0.005|0.0086|0.0128|0.0022|0.008|0.0086|162.53297916666668|0.03454444444444445|10 50 7.915|0 2 4.36|14.36|96.76502251177783
430|281|PG1047+003A|10.0|50.0|5.653|0.0|1.0|11.25|13.512|0.688|0.168|0.422|0.418|0.84|15|7|0.0046|0.0049|0.0067|0.0026|0.0026|0.0036|162.52355416666666|0.019791666666666662|10 50 5.653|0 1 11.25|13.09|96.77967911644616
431|280|PG1047+003|10.0|50.0|2.825|0.0|0.0|36.85|13.474|-0.29|-1.121|-0.132|-0.162|-0.295|32|18|0.0039|0.003|0.0041|0.0037|0.0088|0.011|162.51177083333334|0.010236111111111109|10 50 2.825|0 0 36.85|13.606|96.79434924542811
432|279|G163 6|10.0|42.0|54.16|2.0|47.0|20.6|14.706|1.55|1.228|1.09|1.3840000000000001|2.478|4|3|0.007|0.0115|0.0655|0.009|0.0015|0.0085|160.72566666666663|2.789055555555556|10 42 54.16|2 47 20.6|13.616|97.33473824182678
433|562|114 637|22.0|40.0|42.57|1.0|3.0|10.62|12.07|0.8009999999999999|0.307|0.456|0.415|0.872|15|8|0.0044|0.0018|0.008|0.0026|0.0023|0.0028|340.177375|1.05295|22 40 42.57|1 3 10.62|11.614|97.46938060034411
434|561|114 531|22.0|40.0|36.756|0.0|51.0|55.46|12.095|0.733|0.175|0.421|0.40399999999999997|0.8240000000000001|55|44|0.0009|0.0011|0.0013|0.0006|0.0008|0.0009|340.15315|0.8654055555555555|22 40 36.756|0 51 55.46|11.674|97.521896817216
435|564|114 654|22.0|41.0|26.14|1.0|10.0|10.69|11.833|0.6559999999999999|0.17800000000000002|0.368|0.341|0.711|6|3|0.0008|0.0037|0.0057|0.0016|0.0033|0.0037|340.35891666666663|1.1696361111111109|22 41 26.14|1 10 10.69|11.465|97.5897189705556
436|565|114 656|22.0|41.0|35.072|1.0|11.0|9.79|12.644|0.965|0.698|0.547|0.506|1.051|5|1|0.0036|0.0067|0.0219|0.004|0.0018|0.0049|340.3961333333333|1.1860527777777778|22 41 35.071999999999996|1 11 9.79|12.097000000000001|97.6173983714058
437|567|114 750|22.0|41.0|44.703|1.0|12.0|36.36|11.916|-0.037000000000000005|-0.3670000000000001|0.027000000000000003|-0.016|0.01|68|57|0.0012|0.0005|0.0013|0.001|0.0003|0.0013|340.4362625|1.2101|22 41 44.703|1 12 36.36|11.889000000000001|97.64474534412984
438|563|114 446|22.0|41.0|3.873|0.0|46.0|1.4|12.064|0.737|0.237|0.397|0.369|0.769|2|1|0.0035|0.0035|0.0064|0.0035|0.0028|0.0007|340.2661375|0.7670555555555556|22 41 3.873|0 46 1.4|11.667|97.66476980358755
439|566|114 548|22.0|41.0|36.833|0.0|59.0|5.8|11.599|1.362|1.568|0.738|0.6509999999999999|1.3869999999999998|64|54|0.0011|0.0013|0.0052|0.0007|0.0007|0.001|340.4034708333333|0.9849444444444444|22 41 36.833|0 59 5.8|10.860999999999999|97.70387863650109
440|568|114 755|22.0|42.0|7.584|1.0|16.0|48.99|10.909|0.57|-0.063|0.313|0.31|0.622|23|18|0.0009|0.0009|0.0019|0.0006|0.0008|0.0013|340.5316|1.280275|22 42 7.584|1 16 48.99|10.595999999999998|97.70462964269184
441|569|114 670|22.0|42.0|9.288|1.0|10.0|16.8|11.101|1.206|1.223|0.645|0.561|1.208|16|10|0.0027|0.0015|0.0117|0.002|0.0022|0.002|340.53869999999995|1.1713333333333331|22 42 9.288|1 10 16.8|10.456|97.75416404159397
442|277|G44 27|10.0|36.0|1.21|5.0|7.0|12.8|12.636|1.586|1.088|1.185|1.526|2.714|8|4|0.012|0.0106|0.0106|0.0046|0.0039|0.0032|159.0050416666666|5.120222222222221|10 36 1.21|5 7 12.8|11.451|98.07966103861324
