|objName|objID|raMean|decMean|raMeanErr|decMeanErr|epochMean|nStackDetections|nDetections|ng|nr|ni|nz|ny|gQfPerfect|gMeanPSFMag|gMeanPSFMagErr|gMeanPSFMagStd|gMeanPSFMagNpt|gMeanPSFMagMin|gMeanPSFMagMax|gFlags|rQfPerfect|rMeanPSFMag|rMeanPSFMagErr|rMeanPSFMagStd|rMeanPSFMagNpt|rMeanPSFMagMin|rMeanPSFMagMax|rFlags|iQfPerfect|iMeanPSFMag|iMeanPSFMagErr|iMeanPSFMagStd|iMeanPSFMagNpt|iMeanPSFMagMin|iMeanPSFMagMax|iFlags|zQfPerfect|zMeanPSFMag|zMeanPSFMagErr|zMeanPSFMagStd|zMeanPSFMagNpt|zMeanPSFMagMin|zMeanPSFMagMax|zFlags|yQfPerfect|yMeanPSFMag|yMeanPSFMagErr|yMeanPSFMagStd|yMeanPSFMagNpt|yMeanPSFMagMin|yMeanPSFMagMax|yFlags|Rmag
7229|PSO J250.7369+39.7255|155672507368831145|250.73687725|39.725511499999996|0.09212999790906906|0.05843999981880187|56949.03363426|5|99|14|13|35|20|17|0.9914889931678772|13.149999618530273|0.05396699905395508|0.07631999999284744|2|13.095999717712402|13.203900337219238|16892216|0.5992370247840881|13.645099639892578|0.05439700186252594|0.1538590043783188|2|13.536299705505373|13.753899574279785|16892472|0.9996190071105956|12.418299674987793|0.001000000047497451|-999.0|1|12.418299674987793|12.418299674987793|16892216|0.9990400075912476|13.021200180053713|0.041652001440525055|0.13579800724983215|5|12.8641996383667|13.226499557495115|16892472|0.9994840025901794|12.3125|0.007778999861329794|0.012368000112473965|8|12.29669952392578|12.330699920654295|115000|13.638949513816835
7863|PSO J250.9045+39.6870|155622509044855084|250.90447605|39.68704653|0.0019600000232458115|0.001979999942705035|56700.57451389|5|99|19|16|36|17|11|0.9994699954986572|15.895999908447266|0.002662000013515353|0.012477000243961813|19|15.874600410461426|15.91919994354248|115000|0.9993630051612854|15.25220012664795|0.0015699999639764428|0.0041970000602304935|9|15.245699882507324|15.258099555969238|115000|0.9998440146446228|15.021499633789062|0.0016499999910593033|0.0074269999749958515|21|15.005900382995605|15.035099983215332|115000|0.9995329976081848|14.951600074768065|0.002443999983370304|0.007841000333428383|16|14.939000129699707|14.964200019836426|115000|0.999576985836029|14.894000053405762|0.003348000114783645|0.00877700001001358|8|14.88230037689209|14.910699844360352|115000|15.036834106731416
10228|PSO J250.5691+39.6415|155572505691120443|250.56910799|39.64149893|0.0023300000466406345|0.0025599999353289604|55878.48930556|5|115|19|19|40|21|16|0.9996500015258788|14.05210018157959|0.004811999853700399|0.0181450005620718|13|14.020700454711914|14.071200370788574|115000|0.9996070265769958|13.668100357055664|0.004784999880939722|0.004548000171780586|4|13.660900115966795|13.670700073242188|115000|0.9996160268783568|13.536700248718262|0.002202000003308058|0.004488000180572271|11|13.52970027923584|13.543499946594238|115000|0.999284029006958|13.518500328063965|0.0012679999927058814|0.004668000154197216|11|13.508899688720705|13.523699760437012|115000|0.9993979930877686|13.500499725341795|0.0034799999557435517|0.012474999763071535|11|13.482099533081055|13.521499633789062|115000|13.50045958929062
11441|PSO J250.8628+39.6453|155572508628444983|250.86283008|39.64528563|0.01131999958306551|0.012380000203847885|56719.77788194|5|88|14|16|29|14|15|0.9996939897537231|16.281499862670902|0.002192999934777617|0.006715999916195869|11|16.269800186157227|16.289499282836914|115000|0.9994860291481018|15.84570026397705|0.0038610000628978014|0.008876999840140344|11|15.830499649047852|15.85990047454834|115000|0.9995290040969848|15.685199737548828|0.0020169999916106467|0.0076870000921189785|16|15.670000076293945|15.690699577331545|115000|0.9996860027313232|15.6451997756958|0.003986000083386898|0.012054000049829485|14|15.62880039215088|15.665900230407715|115000|0.999347984790802|15.60219955444336|0.004999999888241291|0.0145650003105402|14|15.57639980316162|15.620400428771973|115000|15.654677309417725
13146|PSO J250.9619+39.7551|155702509618906706|250.96189411|39.75507543|0.002189999911934137|0.003079999936744571|56727.24690972|5|97|13|16|32|19|17|0.9996790289878844|16.463199615478516|0.0029120000544935465|0.009699000045657158|13|16.45400047302246|16.478599548339847|115000|0.9992420077323914|15.73680019378662|0.005222999956458807|0.013271999545395374|10|15.715299606323242|15.75469970703125|115000|0.9997270107269288|15.457900047302244|0.0011239999439567327|0.005206999834626913|20|15.44909954071045|15.470399856567385|115000|0.999638020992279|15.35319995880127|0.0011350000277161598|0.005135000217705965|14|15.34469985961914|15.364500045776367|115000|0.9989479780197144|15.277999877929688|0.0029899999499320984|0.010226000100374222|13|15.26509952545166|15.299799919128418|115000|15.511015110778807
13270|PSO J250.5360+39.8768|155852505360162811|250.53602199|39.87684068|0.00977999996393919|0.014580000191926956|56863.78899306|10|92|18|17|23|20|14|0.9996659755706788|14.177000045776367|0.004129999782890081|0.0156289990991354|12|14.155500411987305|14.197199821472168|115000|0.9992079734802246|13.767600059509276|0.0035620001144707203|0.006688999943435192|2|13.760899543762207|13.767999649047852|115000|0.9993519783020021|13.623000144958494|0.006945999804884195|0.015062999911606312|4|13.611499786376953|13.640999794006348|115000|0.999396026134491|13.605600357055664|0.0011139999842271207|0.0045369998551905155|11|13.597700119018555|13.612000465393065|115000|0.99930602312088|13.574899673461914|0.0028359999414533377|0.02415000088512897|10|13.558099746704102|13.640899658203125|115000|13.595293282032012
13834|PSO J250.7536+39.6456|155572507536315320|250.75363754|39.64559169|0.002959999954327941|0.002529999939724803|55916.15483796|5|101|16|20|30|19|16|0.9996169805526732|14.478799819946287|0.0011680000461637974|0.005338999908417463|11|14.47070026397705|14.486700057983398|115000|0.9991909861564636|14.043100357055664|0.0007110000005923213|0.003066000062972307|4|14.038399696350098|14.043700218200685|115000|0.9995980262756348|13.87559986114502|0.0008870000019669533|0.0029770000837743282|9|13.872900009155273|13.879899978637695|115000|0.9997259974479676|13.835800170898438|0.0032279998995363712|0.009349999949336052|13|13.820300102233887|13.84749984741211|115000|0.9994890093803406|13.80490016937256|0.002829999895766377|0.0070580001920461655|10|13.793299674987793|13.81309986114502|115000|13.865962365722657
14357|PSO J250.6610+39.8792|155852506609995681|250.66099876|39.87920873|0.005640000104904175|0.012729999609291552|55946.24950231|5|96|19|20|28|16|13|0.9996920228004456|13.86520004272461|0.014194999821484087|0.03861699998378754|8|13.800200462341307|13.909700393676758|115000|0.9991469979286194|13.617199897766113|0.0012829999905079605|0.003315000096336007|3|13.615400314331055|13.621399879455565|115768|0.9999319911003112|13.330400466918945|0.006949999835342169|0.013519000262022018|2|13.316900253295898|13.33080005645752|115000|0.9987750053405762|13.352499961853027|0.02097499929368496|0.053130000829696655|7|13.304699897766113|13.437899589538574|115000|0.9995740056037904|13.271499633789062|0.022458000108599663|0.04694199934601784|9|13.188599586486815|13.326199531555176|115000|13.474542271137238
15019|PSO J250.6465+39.9886|155982506464686933|250.64649362|39.98857052|0.0023199999704957013|0.002060000086203217|56790.81936343|10|91|13|13|32|20|13|0.9993789792060852|14.81429958343506|0.006775999907404184|0.0194499995559454|9|14.784799575805664|14.842100143432615|115000|0.9996950030326844|14.50570011138916|0.003275000024586916|0.0125749995931983|10|14.489999771118164|14.525899887084961|115000|0.9996439814567566|14.411999702453613|0.0015770000172778964|0.006748999934643507|15|14.40030002593994|14.42710018157959|115000|0.9996970295906068|14.396300315856935|0.0036629999522119756|0.020055999979376796|14|14.374099731445312|14.438799858093262|115000|0.9996209740638732|14.402899742126465|0.004904000088572502|0.01586299948394299|10|14.383099555969238|14.427900314331055|115000|14.351910388374328
16047|PSO J250.8207+39.7880|155742508207336218|250.82072057|39.78799875|0.0012900000438094141|0.0048099998384714135|56745.55677083|5|100|17|17|30|19|17|0.9996780157089232|16.486700057983402|0.003068000078201294|0.014615999534726143|12|16.465599060058597|16.509199142456055|115000|0.999849021434784|15.714799880981445|0.0009459999855607748|0.0056489999406039715|13|15.705900192260742|15.727899551391602|115000|0.9993799924850464|15.403599739074707|0.001955999992787838|0.009713999927043915|20|15.383099555969238|15.419400215148926|115000|0.9991329908370972|15.281299591064453|0.0027600000612437725|0.011904999613761902|12|15.25730037689209|15.290399551391602|115000|0.999297022819519|15.172599792480467|0.002583000110462308|0.013908999972045422|12|15.156399726867676|15.196999549865724|115000|15.479531519317627
16736|PSO J250.9250+39.7152|155652509250278894|250.9249933|39.71522587|0.13910000026226044|0.10593000054359436|56916.6090625|5|94|17|18|28|17|14|-999.0|13.432000160217285|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|13.069000244140625|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|12.916000366210938|-999.0|-999.0|0|-999.0|-999.0|114724|-999.0|12.836000442504885|-999.0|-999.0|0|-999.0|-999.0|114724|0.9996430277824402|12.81089973449707|0.005506999790668488|0.017078999429941174|8|12.786399841308596|12.836099624633787|115000|12.905217159557344
16831|PSO J250.5715+39.6607|155592505714783487|250.57148138|39.66069964|0.0045300000347197064|0.00139999995008111|56813.89271991|5|104|14|20|37|16|17|0.9996910095214844|14.540800094604492|0.0015610000118613243|0.0074999998323619374|8|14.533300399780273|14.557299613952635|115000|0.9993230104446412|14.228699684143065|0.002770999912172556|0.008623999543488027|12|14.213899612426758|14.240599632263185|115000|0.9995999932289124|14.127300262451172|0.001382000045850873|0.00583899999037385|22|14.115699768066404|14.136899948120115|115000|0.9995269775390624|14.115799903869627|0.0022390000522136693|0.009506000205874443|13|14.102999687194824|14.130200386047365|115000|0.9997839927673341|14.099200248718262|0.002420000033453107|0.00800700020045042|12|14.086899757385256|14.11180019378662|115000|14.074266838741302
17150|PSO J250.9537+39.6898|155622509536968336|250.95367034|39.68975759|0.0038099999073892827|0.006750000175088644|56850.76697917|5|82|16|14|23|15|14|0.9997010231018066|14.603799819946287|0.002773999935016036|0.010440999642014505|10|14.585599899291992|14.615900039672852|115000|0.9996449947357178|14.09570026397705|0.004416999872773886|0.011726000346243382|6|14.077199935913086|14.100199699401855|115000|0.9994300007820128|13.880599975585938|0.003384999930858612|0.014109999872744085|13|13.859700202941895|13.90659999847412|115000|0.99958598613739|13.807600021362305|0.004430000204592943|0.010049999691545963|10|13.793100357055664|13.821999549865724|115000|0.9996950030326844|13.74820041656494|0.003355999942868948|0.010335999540984629|10|13.733499526977539|13.762900352478027|115000|13.905262375545503
17219|PSO J250.5138+39.6994|155632505138019970|250.51379255|39.69942949|0.003079999936744571|0.0027799999807029967|55936.66454861|10|107|19|18|32|21|17|0.9996320009231568|15.956399917602539|0.002795000094920397|0.010495999827980995|14|15.942299842834473|15.974599838256836|115000|0.9999030232429504|15.677300453186035|0.0023870000150054693|0.008558999747037888|16|15.660400390625|15.689200401306152|115000|0.9995849728584291|15.56470012664795|0.0017480000387877224|0.008891000412404537|23|15.550700187683105|15.580699920654295|115000|0.9991959929466248|15.56060028076172|0.0023300000466406345|0.010134999640285969|15|15.548399925231935|15.583100318908693|115000|0.9996110200881958|15.543299674987793|0.004507999867200851|0.02008599974215031|12|15.52280044555664|15.581100463867188|115000|15.528929881572724
19188|PSO J250.8416+39.9725|155962508412957704|250.84159188|39.97246519|7.485290050506593|5.951369762420653|57015.234375|1|26|6|6|6|6|2|0.5003650188446045|12.61989974975586|0.001000000047497451|-999.0|1|12.61989974975586|12.61989974975586|17464|0.8818680047988892|12.263099670410154|0.004592000041157007|0.006250999867916107|3|12.26259994506836|12.271900177001953|16440|0.9995440244674684|12.182499885559082|0.003356999950483441|0.006163000129163265|2|12.176400184631348|12.183099746704102|147768|0.9976199865341188|12.19279956817627|0.008088000118732452|0.01143800001591444|2|12.184800148010256|12.200900077819824|1048|0.9988610148429872|12.144800186157227|0.010653000324964523|0.015065999701619147|2|12.134200096130373|12.155500411987305|280|12.10045549583435
19192|PSO J250.8416+39.9724|155962508416157548|250.84157637|39.97240829|0.04487000033259392|0.057039998471736915|55817.68277778|8|80|14|15|30|10|11|-999.0|13.163000106811525|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.708000183105467|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.41800022125244|-999.0|-999.0|0|-999.0|-999.0|114788|-999.0|12.220000267028807|-999.0|-999.0|0|-999.0|-999.0|68|0.9980300068855286|12.150500297546387|0.01928899995982647|0.027279999107122418|2|12.131199836730955|12.1697998046875|115064|12.527316697120664
