250.52875212,39.85858603
250.58968645,39.67363593
250.67722765,39.95162226
250.82249484,39.6075406
250.75212335,39.75749573
250.57485244,39.8553777
250.70279468,39.98644701
250.57816206,39.91258602
250.57843531,39.91211884
250.57843275,39.91205885
250.87507666,39.81048065
250.90429428,39.84769328
250.96382305,39.82180558
250.96416088,39.82222455
250.80430747,39.93092686
251.02408894,39.8382262
251.02448423,39.83782885
251.02447176,39.83752758
250.62378991,39.76397899
250.53467462,39.72717873
250.73687725,39.725511499999996
250.90447605,39.68704653
250.56910799,39.64149893
250.86283008,39.64528563
250.96189411,39.75507543
250.53602199,39.87684068
250.75363754,39.64559169
250.66099876,39.87920873
250.64649362,39.98857052
250.82072057,39.78799875
250.9249933,39.71522587
250.57148138,39.66069964
250.95367034,39.68975759
250.51379255,39.69942949
250.84159188,39.97246519
250.84157637,39.97240829
250.65746434,39.87042792
250.74661619,39.91630158
250.72033292,39.80934462
250.65214832,39.69058938
250.7905136,39.80833467
250.73221159,39.65353465
250.70037059,39.66199099
250.81032293,39.90500808
250.72854805,39.83349027
250.64852014,39.98945813
250.9462059,39.72399987
250.50815844,39.81330814
250.72950675,39.68242654
250.81425181,39.63472125
250.76709187,40.02450659
250.81590297,39.74741441
250.84641117,39.80644964
250.75020664,39.64983726
250.87268866,39.86569867
250.80160624,39.60916045
250.73931536,39.72447437
250.76069473,39.74446303
250.77026636,39.74361082
250.85894328,39.96215733
250.75319314,39.66725756
250.715352,39.62835248
250.71552519,39.62743844
250.71590626,39.62815614
250.71597014,39.62858837
250.71607997,39.62720208
250.71657993,39.62827282
250.95016327,39.67179388
250.61415009,39.67298153
250.72340242,39.98211118
250.87078004,39.79302091
250.86982097,39.99506104
250.80062301,39.72914546
250.90812152,39.91736897
250.90855883,39.91633228
250.90869967,39.91791511
250.90904500000002,39.917561
250.90903558,39.917537100000004
250.90945589,39.91715915
250.470979,39.78717843
250.83083859,39.92859468
250.78253566,39.88778259
250.86280950000003,39.7583507
250.91712438,39.65590296
250.82524944,39.88884032
250.47398950000002,39.86437433
250.55758218,39.95067762
250.71603464,40.00171895
250.67726952,40.01154084
250.59659603,39.69744779999999
250.70534415,39.77734401
250.90471294,39.77470339
250.6797417,39.64474219
250.79723502,39.92193752
250.49327377,39.79550307
250.92926264,39.80761788
250.62885981,39.84714578
250.52187692,39.80081725
250.96263007,39.77952479
250.70236086,39.65600627
