283.055603     14.111193
1401.936768     14.344306
111.105591     21.006126
491.023865     29.046137
575.916931     45.119907
662.846497     51.166996
1227.925659     49.172329
1227.015869     51.991875
1745.088867     59.048107
95.646027     64.879578
1237.052612     66.938095
1947.986694     71.220245
410.099945     73.107529
607.014221     78.916237
120.247955     76.866341
160.142014     78.035316
852.050171     77.269455
1608.246948     78.901955
622.021179     77.940880
152.831238     86.136482
1135.052856     83.084435
283.989929     86.325081
868.988098     91.184326
1426.088989     86.892570
241.430191     95.097626
1984.145508     89.996666
881.993103     97.993797
857.948547     96.974747
1355.924805     104.154938
316.136749     110.087334
1644.970215     122.108368
1342.014526     127.286018
730.002808     128.056137
1435.978394     128.111328
402.124390     137.194199
1679.017212     147.058929
875.775208     148.945816
443.021454     152.237473
1304.968384     149.044662
568.165283     160.868195
390.126526     161.910995
1874.072632     161.049545
1876.978394     162.981216
1884.927612     166.012802
128.998047     169.967575
745.115173     174.043716
1570.266113     176.020187
72.008575     177.147034
735.042786     180.091370
1675.202515     183.120285
782.988708     191.040543
1396.151978     193.894882
82.068909     196.220200
972.930420     204.041321
1491.135010     206.028244
1298.965210     209.079239
2010.032959     215.998962
1765.977295     212.988419
682.833130     217.126404
1367.111206     217.941650
1070.924683     220.012787
1827.020752     222.055603
631.216919     224.824905
1391.937744     223.998337
1821.044434     224.013107
1817.033203     229.033325
1827.961914     234.871109
599.293030     231.951462
1493.006470     231.070755
434.087891     239.177246
1538.087891     238.048325
1692.118042     238.107910
1833.986206     246.966675
1091.041138     247.873337
897.916199     250.299103
1339.965576     247.976166
1770.167114     249.847275
786.238098     252.135223
1085.096436     253.032516
859.228394     254.867325
1435.990112     253.053009
884.142456     259.902222
488.180115     278.921082
406.179932     290.277222
1710.018433     291.040100
1470.111694     294.980957
1140.044189     295.996490
644.089905     306.117065
757.966248     305.052643
757.077759     309.979248
326.125031     308.994080
1104.079956     309.944824
1564.970825     311.046600
202.083191     309.999084
1249.995728     310.131439
1172.978882     317.995209
1230.061768     315.137817
880.945007     321.983917
1016.207520     322.173187
775.002075     323.004974
1141.033447     320.966766
863.063477     329.053162
61.954769     333.103851
866.028320     340.006226
2028.912598     341.961609
1823.062378     345.987366
444.079559     346.973022
1639.110718     349.033051
710.114990     365.000305
1025.033813     368.238190
808.923279     367.962952
603.303223     380.178680
1824.168091     379.913452
1950.958496     381.046082
576.026245     382.091614
147.055023     390.028320
1196.052856     394.175385
171.923126     393.987793
204.963776     403.129364
332.933838     406.085938
149.057953     404.986237
157.050827     408.926544
1527.917114     410.129059
209.299713     409.774872
1502.968384     422.065155
1505.052856     426.008118
1541.904907     460.001160
1542.920898     439.065338
127.000008     435.068451
408.932617     437.969086
474.853119     451.168549
1502.023560     447.032166
874.172058     453.227051
1602.058960     453.149658
1207.053711     457.172791
923.091003     456.024078
1507.029907     461.970490
1506.983887     464.956360
1504.002319     466.984741
2014.162598     469.971130
751.044678     472.165741
1276.118164     475.119141
358.056763     477.977448
1582.029785     487.023468
1576.095459     489.994446
1632.974854     493.965759
183.774353     496.139435
454.946014     498.143768
1403.983276     500.182190
304.936005     508.057129
2024.051392     509.168060
1603.086060     512.017883
601.991577     515.023193
1567.122925     517.115784
1729.120483     523.989441
2029.944824     547.057434
1846.998169     553.211304
1859.963501     552.857300
1988.015503     556.016235
1036.339355     558.808533
1912.067139     557.043335
1288.213379     568.832458
994.031616     566.151978
957.020813     573.014160
