ra,dec
250.899188,39.747683
250.899188,39.747683
250.682840,39.620502
250.965223,39.970896
250.983969,39.610653
250.497235,39.809142
250.497235,39.809142
250.811242,39.654603
250.812957,39.655253
250.788830,39.920744
250.504069,40.029362
250.504069,40.029362
250.908416,39.610748
250.908416,39.610748
250.664238,39.793611
250.724462,39.793162
250.500309,39.791367
250.500309,39.791367
250.759264,39.790382
250.730666,39.619436
250.953069,39.957811
250.758753,39.721518
250.763772,39.757143
250.763772,39.757143
250.715787,39.997329
250.715787,39.997329
250.772667,39.601489
250.936234,39.942264
250.936234,39.942264
250.574638,39.934860
250.574638,39.934860
250.975226,39.882459
250.760922,39.859680
250.531890,39.746636
250.740964,39.945301
250.562873,39.785595
250.488507,39.922789
250.488507,39.922789
250.488797,39.923885
250.488797,39.923885
250.753587,39.730206
250.753587,39.730206
250.517045,39.743601
250.576639,39.699700
250.576639,39.699700
250.969751,39.721061
250.776010,39.666392
250.627718,39.744609
250.626297,39.745490
250.922205,39.845043
250.654737,39.779828
250.673371,39.701026
250.992446,39.868741
250.993875,39.868732
250.992154,39.868085
250.991299,39.868310
250.799063,39.627685
250.759346,39.647605
250.599504,39.917081
250.563677,39.961265
250.798955,39.627776
250.798955,39.627776
250.708461,39.748046
250.787862,39.651863
250.983854,39.610730
250.983854,39.610730
250.753399,39.730095
250.823926,39.752471
250.823926,39.752471
250.535365,39.980591
250.535365,39.980591
250.924477,39.709149
250.924477,39.709149
251.001499,39.651773
250.967749,39.919916
250.967749,39.919916
250.626505,39.991345
250.847526,39.743795
250.847526,39.743795
250.842497,39.821256
250.842497,39.821256
250.656417,39.694398
250.656417,39.694398
250.497808,39.732804
250.497808,39.732804
250.904114,39.785386
250.904114,39.785386
250.746307,39.592699
250.746307,39.592699
250.691041,39.700521
250.842590,39.821350
250.559807,39.634598
250.559807,39.634598
250.527503,39.790290
250.623218,39.913498
250.997252,39.742482
250.997252,39.742482
250.973068,39.882372
250.973068,39.882372
250.582171,39.821948
250.580743,39.821952
250.802351,40.001610
250.720437,39.802079
250.720437,39.802079
250.894830,39.941260
250.600192,39.939887
250.894747,39.941187
250.894747,39.941187
250.762594,40.006836
250.823322,39.771003
250.769648,39.704908
250.769648,39.704908
250.559936,39.909894
250.559936,39.909894
250.989548,39.679485
250.940324,39.772122
250.514510,39.973449
250.712100,39.822381
250.877084,40.002547
250.738235,39.974203
250.738235,39.974203
250.652268,39.955013
250.652268,39.955013
250.888117,39.926822
250.488867,39.923940
250.787755,39.651739
250.787755,39.651739
250.891265,39.682700
250.611599,39.825150
250.963225,39.897569
250.963225,39.897569
250.756758,39.682927
250.741123,39.967451
250.964433,39.876503
250.964433,39.876503
251.026341,39.606649
250.516958,39.743728
250.516958,39.743728
250.691977,39.946093
250.691977,39.946093
250.623464,39.662484
250.623464,39.662484
251.010708,39.608727
250.799257,39.594651
250.799257,39.594651
250.982254,39.743792
250.454601,39.749869
250.856909,39.772483
250.856909,39.772483
250.791146,39.970237
250.791146,39.970237
250.778901,39.856968
250.611528,39.933871
250.548445,39.705043
250.611528,39.933871
250.548445,39.705043
250.759526,39.647700
250.759526,39.647700
250.719466,39.647116
250.685999,39.950722
250.685999,39.950722
250.961430,39.771117
250.778813,39.856885
250.778813,39.856885
250.746418,39.592832
250.474118,39.726492
250.474118,39.726492
250.720527,39.802170
250.611515,39.825069
250.611515,39.825069
250.937192,39.772798
250.934271,39.680043
250.785683,39.957166
250.622060,39.910870
250.889620,39.934710
250.527675,39.762437
250.922400,39.845167
250.922400,39.845167
251.015995,39.853675
250.466673,39.979427
250.466673,39.979427
250.782726,39.613945
250.601757,39.743594
250.672990,39.701138
250.672990,39.701138
250.891268,40.026977
250.891268,40.026977
250.886617,39.715068
250.886617,39.715068
251.024715,39.689783
250.656877,39.611384
250.981561,39.598386
250.804992,39.704523
250.804992,39.704523
250.927853,39.982963
250.896764,39.661396
250.644423,39.788107
250.644423,39.788107
250.844150,39.968506
250.577456,39.926077
250.577456,39.926077
250.831950,39.790161
250.831950,39.790161
250.780020,39.743136
250.540728,39.700456
250.540728,39.700456
250.535431,39.980637
250.652340,39.954852
250.715859,39.997382
250.582086,39.821649
250.582086,39.821649
250.944839,39.654319
