251.028761	39.644356	-11.4462
251.031260	39.889542	-12.1316
251.026341	39.606649	-10.6767
251.024715	39.689783	-10.7502
251.022619	39.833015	-10.6681
251.020364	39.708454	-9.8263
251.019152	39.727543	-11.8984
251.020253	39.851234	-9.6699
251.017572	39.713736	-15.9199
251.019244	39.965069	-9.3648
251.013778	39.603223	-12.4682
251.015995	39.853675	-9.7589
251.016306	40.009391	-10.2852
251.012266	39.672319	-10.0079
251.010708	39.608727	-10.6345
251.011913	39.769043	-11.2689
251.010235	39.617502	-14.6062
251.013473	39.935060	-11.6867
251.007939	39.615763	-14.6062
251.007960	39.772797	-15.4294
251.010891	39.831337	-9.0829
251.007970	39.644494	-11.9284
251.010742	39.895161	-10.4942
251.011243	40.017539	-8.7189
251.005591	39.635298	-13.5754
251.006504	39.770175	-15.4294
251.007137	39.775873	-15.4294
251.005425	39.879624	-9.4759
251.001499	39.651773	-10.6263
251.000975	39.943037	-11.1584
250.998821	39.876815	-11.1183
250.997073	39.742601	-9.7607
250.999046	39.897430	-9.9762
250.994012	39.670683	-11.6213
250.994194	39.950756	-10.4314
250.991712	39.774437	-11.0808
250.992446	39.868741	-8.9918
250.989548	39.679485	-10.6524
250.992154	39.868085	-8.9918
250.987850	39.707130	-10.4884
250.986862	39.668097	-10.3064
250.990370	39.993987	-11.8005
250.989513	39.994212	-11.8005
250.989243	39.995749	-11.8005
250.983969	39.610653	-8.8994
250.984274	39.745973	-10.0867
250.985641	39.926905	-11.9882
250.981561	39.598386	-9.3352
250.982254	39.743792	-10.1641
250.983886	39.949945	-12.112
250.979511	39.754117	-9.1508
250.980373	39.888776	-9.9367
250.976177	39.600613	-10.2294
250.976246	39.796028	-9.7034
250.976880	39.909853	-9.787
250.975223	40.023471	-14.4641
250.975226	39.969738	-10.3136
250.971864	39.732233	-10.54
250.973446	39.882459	-8.9557
250.971903	39.817330	-9.3626
250.969751	39.721061	-10.6609
250.971501	39.887735	-8.6498
250.972501	39.982695	-12.5009
250.969360	39.983372	-12.5009
250.967397	39.714057	-10.4612
250.969163	39.910120	-8.6985
250.964737	39.677666	-10.8362
250.967837	39.919998	-8.8067
250.968191	39.953771	-9.8332
250.965642	39.983614	-12.5009
250.963956	39.821985	-13.5384
250.962515	39.820677	-13.5384
250.962660	39.779663	-12.56
250.962120	39.755103	-11.8767
250.965223	39.970896	-10.5387
250.961430	39.771117	-10.7734
250.963315	39.897655	-9.5789
250.960060	39.776609	-11.3914
250.953748	39.689796	-13.4881
250.957835	39.975986	-9.0606
250.950430	39.671831	-13.1146
250.946159	39.840954	-16.6849
250.953069	39.957811	-8.9671
250.951502	39.832807	-16.6849
250.943298	39.840533	-16.6849
250.951385	39.905184	-9.5384
250.946400	39.724054	-12.0327
250.944839	39.654319	-10.7813
250.946279	39.824724	-10.4383
250.944940	39.748846	-9.4796
250.947297	39.840509	-16.6849
250.946321	39.856964	-10.333
