YYYYMMDD	Filter	Target
20150703	R	Mkn501
20150704	R	3C273
20150704	R	3C279
20150704	R	3C345
20150704	R	3C371
20150704	R	4C29-45
20150704	R	4C38-41
20150704	R	4C51-37
20150704	R	DA406
20150704	R	Mkn421
20150704	R	Mkn501
20150704	R	ON231
20150704	R	S4_0954+65
20150706	R	3C273
20150706	R	3C279
20150706	R	3C345
20150706	R	3C371
20150706	R	4C29-45
20150706	R	4C38-41
20150706	R	4C51-37
20150706	R	DA406
20150706	R	Mkn501
20150706	R	ON231
20150712	R	3C345
20150712	R	4C38-41
20150712	R	4C51-37
20150712	R	DA406
20150712	R	Mkn501
20150717	R	3C273
20150717	R	3C279
20150717	R	3C345
20150717	R	3C371
20150717	R	4C29-45
20150717	R	4C38-41
20150717	R	4C51-37
20150717	R	DA406
20150717	R	Mkn421
20150717	R	Mkn501
20150717	R	ON231
20150717	R	S4_0954+65
20150723	R	3C371
20150723	R	3C454-3
20150723	R	3C66A
20150723	R	AO0235+16
20150723	R	CTA102
20150723	R	PKS2155-304
20150724	R	3C345
20150724	R	3C371
20150724	R	3C454-3
20150724	R	3C66A
20150724	R	4C38-41
20150724	R	4C51-37
20150724	R	AO0235+16
20150724	R	CTA102
20150724	R	Mkn501
20150724	R	PKS2155-304
20150725	R	PKS2155-304
20150726	R	3C345
20150726	R	3C371
20150726	R	3C454-3
20150726	R	3C66A
20150726	R	4C38-41
20150726	R	4C51-37
20150726	R	AO0235+16
20150726	R	CTA102
20150726	R	DA406
20150726	R	Mkn501
20150726	R	PKS2155-304
20150731	R	3C345
20150731	R	3C371
20150731	R	4C38-41
20150731	R	4C51-37
20150731	R	DA406
20150731	R	Mkn501
20150801	R	3C273
20150801	R	3C279
20150801	R	3C345
20150801	R	3C371
20150801	R	3C454-3
20150801	R	4C29-45
20150801	R	4C38-41
20150801	R	4C51-37
20150801	R	CTA102
20150801	R	DA406
20150801	R	Mkn501
20150801	R	ON231
20150804	R	3C345
20150804	R	3C371
20150804	R	3C454-3
20150804	R	3C66A
20150804	R	4C38-41
20150804	R	4C51-37
20150804	R	AO0235+16
20150804	R	CTA102
20150804	R	DA406
20150804	R	Mkn501
20150804	R	PKS2155-304
20150804	R	S5_0716+71
20150811	R	S5_0716+71
20150811	R	3C454-3
20150811	R	CTA102
20150819	R	3C345
20150819	R	3C371
20150819	R	3C454-3
20150819	R	4C38-41
20150819	R	4C51-37
20150819	R	CTA102
20150819	R	DA406
20150819	R	Mkn501
20150819	R	PKS2155-304
20150820	R	3C454-3
20150820	R	3C66A
20150820	R	4C51-37
20150820	R	4C71-07
20150820	R	AO0235+16
20150820	R	CTA102
20150820	R	S5_0716+71
20150824	R	3C371
20150824	R	3C454-3
20150824	R	3C66A
20150824	R	4C51-37
20150824	R	AO0235+16
20150824	R	CTA102
20150824	R	PKS2155-304
20150904	R	3C454-3
20150904	R	3C66A
20150904	R	AO0235+16
20150904	R	CTA102
20150905	R	3C454-3
20150905	R	3C66A
20150905	R	AO0235+16
20150905	R	CTA102
20150905	R	PKS0735+17
20150905	R	S5_0716+71
20150909	R	3C454-3
20150909	R	3C66A
20150909	R	AO0235+16
20150909	R	CTA102
20150911	R	3C345
20150911	R	3C371
20150911	R	3C454-3
20150911	R	3C66A
20150911	R	4C38-41
20150911	R	4C51-37
20150911	R	AO0235+16
20150911	R	CTA102
20150911	R	DA406
20150911	R	Mkn501
20150911	R	PKS0735+17
20150911	R	PKS2155-304
20150911	R	S5_0716+71
20150913	R	3C345
20150913	R	3C371
20150913	R	3C454-3
20150913	R	3C66A
20150913	R	4C38-41
20150913	R	4C51-37
20150913	R	AO0235+16
20150913	R	CTA102
20150913	R	DA406
20150913	R	Mkn501
20150913	R	PKS2155-304
20150914	R	3C454-3
20150914	R	CTA102
20150916	R	3C454-3
20150916	R	3C66A
20150916	R	AO0235+16
20150916	R	CTA102
20150916	R	S5_0716+71
20150917	R	3C371
20150917	R	3C454-3
20150917	R	3C66A
20150917	R	AO0235+16
20150917	R	CTA102
20150917	R	PKS2155-304
20150917	R	S5_0716+71
20150918	R	3C454-3
20150918	R	3C66A
20150918	R	AO0235+16
20150918	R	CTA102
20150922	R	3C454-3
20150922	R	3C66A
20150922	R	AO0235+16
20150922	R	CTA102
20150922	R	PKS2155-304
20150924	R	PKS2155-304
20150926	R	3C371
20150926	R	3C454-3
20150926	R	3C66A
20150926	R	4C51-37
20150926	R	AO0235+16
20150926	R	CTA102
20150926	R	PKS2155-304
20151001	R	3C345
20151001	R	3C371
20151001	R	3C454-3
20151001	R	3C66A
20151001	R	4C38-41
20151001	R	4C51-37
20151001	R	CTA102
20151001	R	Mkn501
20151001	R	PKS2155-304
20151002	R	3C345
20151002	R	3C371
20151002	R	3C454-3
20151002	R	4C38-41
20151002	R	4C51-37
20151002	R	CTA102
20151002	R	DA406
20151002	R	Mkn501
20151002	R	PKS2155-304
20151003	R	3C371
20151003	R	3C454-3
20151003	R	3C66A
20151003	R	4C51-37
20151003	R	AO0235+16
20151003	R	CTA102
20151003	R	PKS2155-304
20151004	R	3C371
20151004	R	3C454-3
20151004	R	3C66A
20151004	R	4C51-37
20151004	R	AO0235+16
20151004	R	CTA102
20151004	R	PKS2155-304
20151005	R	3C454-3
20151005	R	3C66A
20151005	R	AO0235+16
20151005	R	CTA102
20151007	R	3C345
20151007	R	3C371
20151007	R	3C454-3
20151007	R	3C66A
20151007	R	4C38-41
20151007	R	4C51-37
20151007	R	4C71-07
20151007	R	AO0235+16
20151007	R	CTA102
20151007	R	DA406
20151007	R	Mkn501
20151007	R	PKS2155-304
20151007	R	S5_0716+71
20151013	R	3C345
20151013	R	3C371
20151013	R	3C454-3
20151013	R	3C66A
20151013	R	4C38-41
20151013	R	4C51-37
20151013	R	AO0235+16
20151013	R	CTA102
20151013	R	DA406
20151013	R	Mkn501
20151013	R	PKS2155-304
20151015	R	3C345
20151015	R	3C371
20151015	R	3C454-3
20151015	R	3C66A
20151015	R	4C38-41
20151015	R	4C51-37
20151015	R	AO0235+16
20151015	R	CTA102
20151015	R	DA406
20151015	R	Mkn501
20151015	R	PKS2155-304
20151016	R	3C345
20151016	R	3C371
20151016	R	3C454-3
20151016	R	3C66A
20151016	R	4C38-41
20151016	R	4C51-37
20151016	R	AO0235+16
20151016	R	CTA102
20151016	R	Mkn501
20151016	R	PKS2155-304
20151023	R	3C454-3
20151023	R	3C66A
20151023	R	4C71-07
20151023	R	AO0235+16
20151023	R	CTA102
20151023	R	OJ248
20151023	R	OJ287
20151023	R	OJ49
20151023	R	PKS0735+17
20151023	R	S4_0954+65
20151023	R	S5_0716+71
20151027	R	3C371
20151027	R	3C454-3
20151027	R	4C51-37
20151027	R	CTA102
20151027	R	PKS2155-304
20151027	R	S5_0716+71
20151029	R	3C371
20151029	R	3C454-3
20151029	R	4C51-37
20151029	R	CTA102
20151029	R	PKS2155-304
20151102	R	3C371
20151102	R	3C454-3
20151102	R	4C51-37
20151102	R	CTA102
20151102	R	PKS2155-304
20151104	R	3C454-3
20151104	R	4C71-07
20151104	R	CTA102
20151104	R	PKS0735+17
20151104	R	S5_0716+71
20151105	R	S5_0716+71
20151105	R	4C29-45
20151105	R	4C71-07
20151105	R	Mkn421
20151105	R	OJ248
20151105	R	OJ287
20151105	R	OJ49
20151105	R	ON231
20151105	R	PKS0735+17
20151105	R	S4_0954+65
20151106	R	PKS0735+17
20151106	R	S5_0716+71
20151108	R	3C371
20151108	R	3C454-3
20151108	R	3C66A
20151108	R	4C51-37
20151108	R	AO0235+16
20151108	R	CTA102
20151108	R	DA406
20151108	R	PKS2155-304
20151110	R	3C454-3
20151110	R	3C66A
20151110	R	4C71-07
20151110	R	AO0235+16
20151110	R	CTA102
20151110	R	OJ248
20151110	R	PKS0735+17
20151110	R	S4_0954+65
20151110	R	S5_0716+71
20151111	R	3C66A
20151111	R	4C71-07
20151111	R	AO0235+16
20151111	R	OJ248
20151111	R	OJ287
20151111	R	OJ49
20151111	R	PKS0735+17
20151111	R	S4_0954+65
20151111	R	S5_0716+71
20151112	R	3C454-3
20151112	R	3C66A
20151112	R	AO0235+16
20151112	R	CTA102
20151112	R	PKS2155-304
20151112	R	S5_0716+71
20151113	R	3C371
20151113	R	3C454-3
20151113	R	3C66A
20151113	R	4C51-37
20151113	R	AO0235+16
20151113	R	CTA102
20151113	R	PKS2155-304
20151114	R	3C371
20151114	R	3C454-3
20151114	R	3C66A
20151114	R	4C51-37
20151114	R	AO0235+16
20151114	R	CTA102
20151114	R	PKS2155-304
20151115	R	3C454-3
20151115	R	3C66A
20151115	R	AO0235+16
20151115	R	CTA102
20151115	R	PKS2155-304
20151116	R	3C371
20151116	R	3C454-3
20151116	R	3C66A
20151116	R	4C51-37
20151116	R	AO0235+16
20151116	R	CTA102
20151116	R	PKS2155-304
20151117	R	3C371
20151117	R	3C454-3
20151117	R	3C66A
20151117	R	4C51-37
20151117	R	AO0235+16
20151117	R	CTA102
20151117	R	PKS2155-304
20151119	R	3C371
20151119	R	3C454-3
20151119	R	3C66A
20151119	R	4C51-37
20151119	R	AO0235+16
20151119	R	CTA102
20151119	R	Mkn501
20151119	R	PKS2155-304
20151123	R	3C454-3
20151123	R	3C66A
20151123	R	4C71-07
20151123	R	AO0235+16
20151123	R	CTA102
20151123	R	PKS0735+17
20151123	R	S5_0716+71
20151126	R	3C454-3
20151126	R	3C66A
20151126	R	4C71-07
20151126	R	AO0235+16
20151126	R	OJ248
20151126	R	OJ287
20151126	R	OJ49
20151126	R	PKS0735+17
20151126	R	S4_0954+65
20151126	R	S5_0716+71
20151127	R	S5_0716+71
20151128	R	S5_0716+71
20151128	R	3C66A
20151128	R	AO0235+16
20151128	R	OJ248
20151128	R	PKS0735+17
20151129	R	3C66A
20151129	R	AO0235+16
20151129	R	PKS0735+17
20151129	R	S5_0716+71
20151130	R	3C454-3
20151130	R	3C66A
20151130	R	4C71-07
20151130	R	AO0235+16
20151130	R	CTA102
20151130	R	OJ248
20151130	R	PKS0735+17
20151130	R	S4_0954+65
20151130	R	S5_0716+71
20151201	R	3C371
20151210	R	3C371
20151210	R	3C454-3
20151210	R	3C66A
20151210	R	AO0235+16
20151210	R	CTA102
20151210	R	PKS2155-304
20151210	R	S5_0716+71
20151213	R	3C66A
20151213	R	4C71-07
20151213	R	AO0235+16
20151213	R	OJ248
20151213	R	OJ287
20151213	R	OJ49
20151213	R	PKS0735+17
20151213	R	S4_0954+65
20151213	R	S5_0716+71
20151214	R	3C454-3
20151214	R	3C66A
20151214	R	4C71-07
20151214	R	AO0235+16
20151214	R	CTA102
20151214	R	OJ248
20151214	R	OJ287
20151214	R	OJ49
20151214	R	PKS0735+17
20151214	R	S4_0954+65
20151214	R	S5_0716+71
20151215	R	3C454-3
20151215	R	3C66A
20151215	R	4C71-07
20151215	R	AO0235+16
20151215	R	OJ248
20151215	R	OJ287
20151215	R	OJ49
20151215	R	PKS0735+17
20151215	R	S4_0954+65
20151215	R	S5_0716+71
20151217	R	3C66A
20151217	R	4C71-07
20151217	R	AO0235+16
20151217	R	PKS0735+17
20151217	R	S5_0716+71
20151218	R	4C71-07
20151218	R	OJ248
20151218	R	OJ287
20151218	R	OJ49
20151218	R	PKS0735+17
20151218	R	S4_0954+65
20151218	R	S5_0716+71
20151219	R	3C454-3
20151219	R	3C66A
20151219	R	AO0235+16
20151219	R	CTA102
20151219	R	OJ248
20151219	R	OJ287
20151219	R	OJ49
20151219	R	PKS0735+17
20151219	R	S5_0716+71
20151222	R	3C454-3
20151222	R	3C66A
20151222	R	4C71-07
20151222	R	AO0235+16
20151222	R	CTA102
20151222	R	OJ248
20151222	R	OJ287
20151222	R	OJ49
20151222	R	PKS0735+17
20151222	R	S4_0954+65
20151222	R	S5_0716+71
20151223	R	S5_0716+71
20151224	R	3C454-3
20151224	R	3C66A
20151224	R	4C71-07
20151224	R	AO0235+16
20151224	R	CTA102
20151224	R	OJ248
20151224	R	PKS0735+17
20151224	R	S4_0954+65
20151224	R	S5_0716+71
20151226	R	3C66A
20151226	R	AO0235+16
20151228	R	3C66A
20151228	R	AO0235+16
20151229	R	3C454-3
20151229	R	3C66A
20151229	R	AO0235+16
20151229	R	OJ248
20151229	R	OJ287
20151229	R	PKS0735+17
20151229	R	S5_0716+71
20151231	R	4C71-07
20151231	R	OJ248
20151231	R	OJ287
20151231	R	OJ49
20151231	R	PKS0735+17
20151231	R	S4_0954+65
20151231	R	S5_0716+71
20160101	R	3C454-3
20160101	R	3C66A
20160101	R	4C71-07
20160101	R	AO0235+16
20160101	R	CTA102
20160101	R	OJ248
20160101	R	OJ287
20160101	R	OJ49
20160101	R	PKS0735+17
20160101	R	S4_0954+65
20160101	R	S5_0716+71
20160104	R	3C66A
20160104	R	4C71-07
20160104	R	AO0235+16
20160104	R	OJ248
20160104	R	OJ287
20160104	R	OJ49
20160104	R	PKS0735+17
20160104	R	S4_0954+65
20160104	R	S5_0716+71
20160106	R	4C29-45
20160106	R	4C71-07
20160106	R	AO0235+16
20160106	R	Mkn421
20160106	R	OJ248
20160106	R	OJ287
20160106	R	OJ49
20160106	R	ON231
20160106	R	PKS0735+17
20160106	R	S4_0954+65
20160106	R	S5_0716+71
20160109	R	4C71-07
20160109	R	AO0235+16
20160109	R	OJ248
20160109	R	OJ287
20160109	R	OJ49
20160109	R	PKS0735+17
20160109	R	S4_0954+65
20160109	R	S5_0716+71
20160112	R	4C71-07
20160112	R	AO0235+16
20160112	R	PKS0735+17
20160112	R	S5_0716+71
20160118	R	3C66A
20160118	R	OJ248
20160118	R	OJ287
20160118	R	OJ49
20160118	R	PKS0735+17
20160118	R	S5_0716+71
20160121	R	3C66A
20160121	R	AO0235+16
20160121	R	OJ248
20160121	R	OJ287
20160121	R	OJ49
20160121	R	PKS0735+17
20160121	R	S5_0716+71
20160125	R	3C273
20160125	R	3C279
20160125	R	3C66A
20160125	R	4C29-45
20160125	R	4C71-07
20160125	R	Mkn421
20160125	R	OJ248
20160125	R	OJ287
20160125	R	OJ49
20160125	R	ON231
20160125	R	PKS0735+17
20160125	R	S4_0954+65
20160125	R	S5_0716+71
20160130	R	3C66A
20160130	R	4C71-07
20160130	R	AO0235+16
20160130	R	Mkn421
20160130	R	OJ248
20160130	R	OJ287
20160130	R	OJ49
20160130	R	PKS0735+17
20160130	R	S4_0954+65
20160130	R	S5_0716+71
20160202	R	OJ248
20160202	R	OJ287
20160202	R	OJ49
20160202	R	PKS0735+17
20160202	R	S5_0716+71
20160205	R	3C66A
20160205	R	4C29-45
20160205	R	4C71-07
20160205	R	AO0235+16
20160205	R	Mkn421
20160205	R	OJ248
20160205	R	OJ287
20160205	R	OJ49
20160205	R	ON231
20160205	R	PKS0735+17
20160205	R	S4_0954+65
20160205	R	S5_0716+71
20160206	R	S5_0716+71
20160212	R	3C273
20160212	R	3C279
20160212	R	3C66A
20160212	R	4C29-45
20160212	R	4C71-07
20160212	R	Mkn421
20160212	R	OJ248
20160212	R	OJ287
20160212	R	OJ49
20160212	R	ON231
20160212	R	PKS0735+17
20160212	R	S4_0954+65
20160212	R	S5_0716+71
20160213	R	3C66A
20160213	R	4C29-45
20160213	R	4C71-07
20160213	R	AO0235+16
20160213	R	Mkn421
20160213	R	OJ248
20160213	R	OJ287
20160213	R	OJ49
20160213	R	PKS0735+17
20160213	R	S4_0954+65
20160213	R	S5_0716+71
20160225	R	3C66A
20160225	R	4C71-07
20160225	R	AO0235+16
20160225	R	Mkn421
20160225	R	OJ248
20160225	R	OJ287
20160225	R	OJ49
20160225	R	PKS0735+17
20160225	R	S4_0954+65
20160225	R	S5_0716+71
20160226	R	4C29-45
20160226	R	4C71-07
20160226	R	Mkn421
20160226	R	ON231
20160226	R	S4_0954+65
20160227	R	3C273
20160227	R	3C279
20160227	R	3C66A
20160227	R	4C29-45
20160227	R	4C71-07
20160227	R	Mkn421
20160227	R	OJ248
20160227	R	OJ287
20160227	R	OJ49
20160227	R	ON231
20160227	R	PKS0735+17
20160227	R	S4_0954+65
20160227	R	S5_0716+71
20160228	R	3C66A
20160228	R	4C71-07
20160228	R	AO0235+16
20160228	R	OJ248
20160228	R	OJ287
20160228	R	OJ49
20160228	R	PKS0735+17
20160228	R	S4_0954+65
20160228	R	S5_0716+71
20160229	R	3C273
20160229	R	3C279
20160229	R	3C66A
20160229	R	4C29-45
20160229	R	4C71-07
20160229	R	Mkn421
20160229	R	OJ248
20160229	R	OJ287
20160229	R	OJ49
20160229	R	ON231
20160229	R	PKS0735+17
20160229	R	S4_0954+65
20160229	R	S5_0716+71
20160301	R	3C273
20160301	R	3C66A
20160301	R	4C29-45
20160301	R	4C71-07
20160301	R	Mkn421
20160301	R	OJ248
20160301	R	OJ287
20160301	R	OJ49
20160301	R	ON231
20160301	R	PKS0735+17
20160301	R	S4_0954+65
20160301	R	S5_0716+71
20160302	R	3C273
20160302	R	3C66A
20160302	R	4C29-45
20160302	R	4C71-07
20160302	R	Mkn421
20160302	R	OJ248
20160302	R	OJ287
20160302	R	OJ49
20160302	R	ON231
20160302	R	PKS0735+17
20160302	R	S4_0954+65
20160302	R	S5_0716+71
20160307	R	3C273
20160307	R	Mkn421
20160307	R	S4_0954+65
20160326	R	3C273
20160326	R	3C279
20160326	R	4C29-45
20160326	R	4C71-07
20160326	R	Mkn421
20160326	R	OJ248
20160326	R	OJ287
20160326	R	OJ49
20160326	R	ON231
20160326	R	PKS0735+17
20160326	R	S4_0954+65
20160326	R	S5_0716+71
20160327	R	3C273
20160327	R	3C279
20160327	R	4C29-45
20160327	R	4C71-07
20160327	R	Mkn421
20160327	R	OJ248
20160327	R	OJ287
20160327	R	OJ49
20160327	R	ON231
20160327	R	PKS0735+17
20160327	R	S4_0954+65
20160327	R	S5_0716+71
20160328	R	3C273
20160328	R	3C279
20160328	R	4C29-45
20160328	R	4C71-07
20160328	R	Mkn421
20160328	R	OJ248
20160328	R	OJ287
20160328	R	OJ49
20160328	R	ON231
20160328	R	PKS0735+17
20160328	R	S4_0954+65
20160328	R	S5_0716+71
20160329	R	3C273
20160329	R	3C279
20160329	R	4C29-45
20160329	R	4C71-07
20160329	R	Mkn421
20160329	R	OJ248
20160329	R	OJ287
20160329	R	OJ49
20160329	R	ON231
20160329	R	PKS0735+17
20160329	R	S4_0954+65
20160329	R	S5_0716+71
20160330	R	3C273
20160330	R	3C279
20160330	R	4C29-45
20160330	R	4C71-07
20160330	R	Mkn421
20160330	R	OJ248
20160330	R	OJ287
20160330	R	OJ49
20160330	R	ON231
20160330	R	PKS0735+17
20160330	R	S4_0954+65
20160330	R	S5_0716+71
20160331	R	3C273
20160331	R	3C279
20160331	R	4C29-45
20160331	R	4C71-07
20160331	R	DA406
20160331	R	Mkn421
20160331	R	OJ248
20160331	R	OJ287
20160331	R	OJ49
20160331	R	ON231
20160331	R	PKS0735+17
20160331	R	S4_0954+65
20160331	R	S5_0716+71
20160401	R	3C273
20160401	R	3C279
20160401	R	4C29-45
20160401	R	4C71-07
20160401	R	Mkn421
20160401	R	OJ248
20160401	R	OJ287
20160401	R	OJ49
20160401	R	ON231
20160401	R	PKS0735+17
20160401	R	S4_0954+65
20160401	R	S5_0716+71
20160402	R	3C273
20160402	R	3C279
20160402	R	3C345
20160402	R	4C29-45
20160402	R	4C38-41
20160402	R	4C71-07
20160402	R	DA406
20160402	R	Mkn421
20160402	R	OJ248
20160402	R	OJ287
20160402	R	OJ49
20160402	R	ON231
20160402	R	PKS0735+17
20160402	R	S4_0954+65
20160402	R	S5_0716+71
20160405	R	3C273
20160405	R	3C279
20160405	R	3C345
20160405	R	3C371
20160405	R	4C29-45
20160405	R	4C38-41
20160405	R	4C51-37
20160405	R	4C71-07
20160405	R	DA406
20160405	R	Mkn421
20160405	R	Mkn501
20160405	R	OJ248
20160405	R	OJ287
20160405	R	OJ49
20160405	R	ON231
20160405	R	PKS0735+17
20160405	R	S4_0954+65
20160405	R	S5_0716+71
20160408	R	S5_0716+71
20160416	R	3C273
20160416	R	3C279
20160416	R	4C29-45
20160416	R	4C71-07
20160416	R	Mkn421
20160416	R	OJ248
20160416	R	OJ287
20160416	R	OJ49
20160416	R	ON231
20160416	R	PKS0735+17
20160416	R	S4_0954+65
20160416	R	S5_0716+71
20160418	R	3C273
20160418	R	3C279
20160418	R	3C345
20160418	R	3C371
20160418	R	4C38-41
20160418	R	4C51-37
20160418	R	4C71-07
20160418	R	DA406
20160418	R	Mkn501
20160418	R	OJ248
20160418	R	OJ287
20160418	R	ON231
20160418	R	S4_0954+65
20160419	R	3C345
20160419	R	3C371
20160419	R	4C38-41
20160419	R	4C51-37
20160419	R	4C71-07
20160419	R	DA406
20160419	R	Mkn501
20160419	R	OJ248
20160419	R	OJ287
20160419	R	OJ49
20160419	R	PKS0735+17
20160419	R	S4_0954+65
20160419	R	S5_0716+71
20160422	R	3C273
20160422	R	3C279
20160422	R	3C345
20160422	R	3C371
20160422	R	4C29-45
20160422	R	4C38-41
20160422	R	4C51-37
20160422	R	4C71-07
20160422	R	DA406
20160422	R	Mkn421
20160422	R	Mkn501
20160422	R	OJ248
20160422	R	OJ287
20160422	R	OJ49
20160422	R	ON231
20160422	R	PKS0735+17
20160422	R	S4_0954+65
20160422	R	S5_0716+71
20160429	R	3C273
20160429	R	3C279
20160429	R	3C345
20160429	R	3C371
20160429	R	4C29-45
20160429	R	4C38-41
20160429	R	4C51-37
20160429	R	4C71-07
20160429	R	DA406
20160429	R	Mkn421
20160429	R	Mkn501
20160429	R	OJ248
20160429	R	OJ287
20160429	R	OJ49
20160429	R	ON231
20160429	R	PKS0735+17
20160429	R	S4_0954+65
20160429	R	S5_0716+71
20160501	R	3C273
20160501	R	3C279
20160501	R	3C345
20160501	R	4C29-45
20160501	R	4C38-41
20160501	R	4C51-37
20160501	R	4C71-07
20160501	R	DA406
20160501	R	Mkn421
20160501	R	Mkn501
20160501	R	OJ248
20160501	R	OJ287
20160501	R	ON231
20160501	R	S4_0954+65
20160501	R	S5_0716+71
20160503	R	3C273
20160503	R	3C279
20160503	R	3C345
20160503	R	3C371
20160503	R	4C29-45
20160503	R	4C38-41
20160503	R	4C51-37
20160503	R	4C71-07
20160503	R	DA406
20160503	R	Mkn421
20160503	R	Mkn501
20160503	R	OJ248
20160503	R	OJ287
20160503	R	OJ49
20160503	R	ON231
20160503	R	PKS0735+17
20160503	R	S4_0954+65
20160503	R	S5_0716+71
20160504	R	3C345
20160504	R	3C371
20160504	R	4C38-41
20160504	R	4C51-37
20160504	R	DA406
20160504	R	Mkn501
20160507	R	3C345
20160507	R	4C38-41
20160507	R	4C51-37
20160507	R	DA406
20160507	R	Mkn501
20160508	R	3C273
20160508	R	3C279
20160508	R	4C29-45
20160508	R	4C71-07
20160508	R	Mkn421
20160508	R	OJ248
20160508	R	OJ287
20160508	R	S4_0954+65
20160508	R	S5_0716+71
20160509	R	3C273
20160509	R	3C279
20160509	R	3C345
20160509	R	3C371
20160509	R	4C29-45
20160509	R	4C38-41
20160509	R	4C51-37
20160509	R	4C71-07
20160509	R	DA406
20160509	R	Mkn421
20160509	R	Mkn501
20160509	R	OJ248
20160509	R	OJ287
20160509	R	OJ49
20160509	R	ON231
20160509	R	PKS0735+17
20160509	R	S4_0954+65
20160509	R	S5_0716+71
20160511	R	3C273
20160511	R	3C279
20160511	R	4C29-45
20160511	R	4C38-41
20160511	R	DA406
20160511	R	Mkn421
20160511	R	Mkn501
20160511	R	ON231
20160511	R	S4_0954+65
20160512	R	3C273
20160512	R	3C279
20160512	R	3C345
20160512	R	3C371
20160512	R	4C29-45
20160512	R	4C38-41
20160512	R	4C51-37
20160512	R	DA406
20160512	R	Mkn421
20160512	R	Mkn501
20160512	R	ON231
20160517	R	3C345
20160517	R	3C371
20160517	R	4C38-41
20160517	R	4C51-37
20160517	R	DA406
20160517	R	Mkn501
20160517	R	ON231
20160526	R	3C273
20160526	R	3C279
20160526	R	3C345
20160526	R	3C371
20160526	R	4C29-45
20160526	R	4C38-41
20160526	R	4C51-37
20160526	R	4C71-07
20160526	R	DA406
20160526	R	Mkn421
20160526	R	Mkn501
20160526	R	OJ248
20160526	R	OJ287
20160526	R	ON231
20160526	R	S4_0954+65
20160601	R	3C273
20160601	R	3C279
20160601	R	3C345
20160601	R	3C371
20160601	R	4C29-45
20160601	R	4C38-41
20160601	R	4C51-37
20160601	R	4C71-07
20160601	R	DA406
20160601	R	Mkn421
20160601	R	Mkn501
20160601	R	OJ287
20160601	R	ON231
20160601	R	S4_0954+65
20160602	R	3C345
20160602	R	4C38-41
20160602	R	DA406
20160602	R	Mkn501
20160603	R	3C273
20160603	R	3C279
20160603	R	3C345
20160603	R	3C371
20160603	R	4C29-45
20160603	R	4C38-41
20160603	R	4C51-37
20160603	R	4C71-07
20160603	R	DA406
20160603	R	Mkn421
20160603	R	Mkn501
20160603	R	OJ248
20160603	R	OJ287
20160603	R	OJ49
20160603	R	ON231
20160603	R	PKS0735+17
20160603	R	S4_0954+65
20160603	R	S5_0716+71
20160604	R	4C38-41
20160604	R	DA406
20160604	R	Mkn501
20160616	R	3C273
20160616	R	3C279
20160616	R	4C29-45
20160616	R	4C71-07
20160616	R	Mkn421
20160616	R	ON231
20160616	R	S4_0954+65
20160617	R	3C345
20160617	R	3C371
20160617	R	4C38-41
20160617	R	4C51-37
20160617	R	Mkn501
20160618	R	3C345
20160618	R	3C371
20160618	R	4C38-41
20160618	R	4C51-37
20160618	R	DA406
20160618	R	Mkn501
20160619	R	3C345
20160619	R	3C371
20160619	R	3C454-3
20160619	R	4C38-41
20160619	R	4C51-37
20160619	R	CTA102
20160619	R	DA406
20160619	R	Mkn501
20160619	R	PKS2155-304
20160620	R	3C345
20160620	R	3C371
20160620	R	3C454-3
20160620	R	4C38-41
20160620	R	4C51-37
20160620	R	CTA102
20160620	R	DA406
20160620	R	Mkn501
20160620	R	PKS2155-304
20160621	R	3C273
20160621	R	3C279
20160621	R	3C345
20160621	R	3C371
20160621	R	4C29-45
20160621	R	4C38-41
20160621	R	4C51-37
20160621	R	DA406
20160621	R	Mkn421
20160621	R	Mkn501
20160621	R	ON231
20160622	R	3C273
20160622	R	3C279
20160622	R	3C345
20160622	R	3C371
20160622	R	3C454-3
20160622	R	4C29-45
20160622	R	4C38-41
20160622	R	4C51-37
20160622	R	CTA102
20160622	R	DA406
20160622	R	Mkn421
20160622	R	Mkn501
20160622	R	ON231
20160622	R	PKS2155-304
20160623	R	3C345
20160623	R	3C371
20160623	R	3C454-3
20160623	R	4C38-41
20160623	R	4C51-37
20160623	R	CTA102
20160623	R	DA406
20160623	R	Mkn501
20160623	R	PKS2155-304
20160624	R	3C345
20160624	R	3C371
20160624	R	3C454-3
20160624	R	4C38-41
20160624	R	4C51-37
20160624	R	CTA102
20160624	R	DA406
20160624	R	Mkn501
20160625	R	3C345
20160625	R	3C371
20160625	R	3C454-3
20160625	R	4C38-41
20160625	R	4C51-37
20160625	R	CTA102
20160625	R	DA406
20160625	R	Mkn501
20160625	R	PKS2155-304
20160627	R	3C345
20160627	R	3C371
20160627	R	3C454-3
20160627	R	3C66A
20160627	R	4C38-41
20160627	R	4C51-37
20160627	R	CTA102
20160627	R	DA406
20160627	R	Mkn501
20160627	R	PKS2155-304
20160628	R	3C345
20160628	R	3C371
20160628	R	3C454-3
20160628	R	3C66A
20160628	R	4C38-41
20160628	R	4C51-37
20160628	R	CTA102
20160628	R	DA406
20160628	R	Mkn501
20160628	R	PKS2155-304
20160629	R	3C345
20160629	R	3C371
20160629	R	4C38-41
20160629	R	4C51-37
20160629	R	DA406
20160629	R	Mkn501
20160629	R	PKS2155-304
20160630	R	3C345
20160630	R	3C371
20160630	R	3C454-3
20160630	R	4C38-41
20160630	R	4C51-37
20160630	R	CTA102
20160630	R	DA406
