YYYYMMDD	Filter	Target
20190409	R	3C345
20190409	R	3C371
20190409	R	4C29-45
20190409	R	4C38-41
20190409	R	4C51-37
20190409	R	4C71-07
20190409	R	DA406
20190409	R	PKS1510-08
20190409	R	Mkn421
20190409	R	Mkn501
20190409	R	OJ248
20190409	R	OJ287
20190409	R	OJ49
20190409	R	ON231
20190409	R	PKS0735+17
20190409	R	S4_0954+65
20190409	R	S5_0716+71
20190410	R	3C273
20190410	R	3C279
20190410	R	3C345
20190410	R	4C29-45
20190410	R	4C38-41
20190410	R	4C71-07
20190410	R	DA406
20190410	R	PKS1510-08
20190410	R	Mkn421
20190410	R	Mkn501
20190410	R	OJ248
20190410	R	OJ287
20190410	R	OJ49
20190410	R	ON231
20190410	R	PKS0735+17
20190410	R	S4_0954+65
20190410	R	S5_0716+71
20190417	R	3C273
20190417	R	3C279
20190417	R	3C345
20190417	R	3C371
20190417	R	4C29-45
20190417	R	4C38-41
20190417	R	4C51-37
20190417	R	4C71-07
20190417	R	DA406
20190417	R	PKS1510-08
20190417	R	Mkn421
20190417	R	Mkn501
20190417	R	ON231
20190417	R	S4_0954+65
20190423	R	3C273
20190423	R	3C279
20190423	R	4C29-45
20190423	R	4C38-41
20190423	R	4C71-07
20190423	R	DA406
20190423	R	PKS1510-08
20190423	R	Mkn421
20190423	R	OJ248
20190423	R	OJ287
20190423	R	OJ49
20190423	R	ON231
20190423	R	PKS0735+17
20190423	R	S4_0954+65
20190423	R	S5_0716+71
20190424	R	3C273
20190424	R	3C279
20190424	R	3C345
20190424	R	3C371
20190424	R	4C29-45
20190424	R	4C38-41
20190424	R	4C51-37
20190424	R	4C71-07
20190424	R	DA406
20190424	R	PKS1510-08
20190424	R	Mkn421
20190424	R	Mkn501
20190424	R	OJ248
20190424	R	OJ287
20190424	R	OJ49
20190424	R	ON231
20190424	R	PKS0735+17
20190424	R	S4_0954+65
20190424	R	S5_0716+71
20190425	R	3C273
20190425	R	3C345
20190425	R	3C371
20190425	R	3C454-3
20190425	R	4C29-45
20190425	R	4C38-41
20190425	R	4C51-37
20190425	R	4C71-07
20190425	R	CTA102
20190425	R	DA406
20190425	R	PKS1510-08
20190425	R	BL-Lacertae
20190425	R	Mkn421
20190425	R	Mkn501
20190425	R	OJ248
20190425	R	OJ287
20190425	R	OJ49
20190425	R	ON231
20190425	R	PKS0735+17
20190425	R	S4_0954+65
20190425	R	S5_0716+71
20190426	R	3C273
20190426	R	3C345
20190426	R	4C29-45
20190426	R	4C38-41
20190426	R	DA406
20190426	R	PKS1510-08
20190426	R	Mkn421
20190426	R	Mkn501
20190426	R	ON231
20190427	R	3C273
20190427	R	3C279
20190427	R	3C345
20190427	R	3C371
20190427	R	4C29-45
20190427	R	4C38-41
20190427	R	4C51-37
20190427	R	CTA102
20190427	R	DA406
20190427	R	1ES2344+514
20190427	R	PKS1510-08
20190427	R	BL-Lacertae
20190427	R	Mkn421
20190427	R	Mkn501
20190427	R	ON231
20190427	R	S4_0954+65
20190428	R	3C273
20190428	R	3C279
20190428	R	3C345
20190428	R	3C371
20190428	R	4C29-45
20190428	R	4C38-41
20190428	R	4C51-37
20190428	R	4C71-07
20190428	R	DA406
20190428	R	PKS1510-08
20190428	R	Mkn421
20190428	R	Mkn501
20190428	R	OJ248
20190428	R	OJ287
20190428	R	OJ49
20190428	R	ON231
20190428	R	PKS0735+17
20190428	R	S4_0954+65
20190428	R	S5_0716+71
20190429	R	3C273
20190429	R	3C279
20190429	R	3C345
20190429	R	3C371
20190429	R	3C454-3
20190429	R	4C29-45
20190429	R	4C38-41
20190429	R	4C51-37
20190429	R	CTA102
20190429	R	DA406
20190429	R	1ES2344+514
20190429	R	PKS1510-08
20190429	R	BL-Lacertae
20190429	R	Mkn421
20190429	R	Mkn501
20190429	R	ON231
20190510	R	3C273
20190510	R	3C279
20190510	R	3C345
20190510	R	3C371
20190510	R	3C454-3
20190510	R	4C29-45
20190510	R	4C38-41
20190510	R	4C51-37
20190510	R	4C71-07
20190510	R	CTA102
20190510	R	DA406
20190510	R	1ES2344+514
20190510	R	PKS1510-08
20190510	R	BL-Lacertae
20190510	R	Mkn421
20190510	R	Mkn501
20190510	R	ON231
20190510	R	S4_0954+65
20190510	R	S5_0716+71
20190511	R	3C273
20190511	R	3C279
20190511	R	3C345
20190511	R	3C371
20190511	R	4C29-45
20190511	R	4C38-41
20190511	R	4C51-37
20190511	R	4C71-07
20190511	R	DA406
20190511	R	PKS1510-08
20190511	R	Mkn421
20190511	R	Mkn501
20190511	R	ON231
20190511	R	S4_0954+65
20190511	R	S5_0716+71
20190512	R	3C273
20190512	R	3C279
20190512	R	3C345
20190512	R	3C371
20190512	R	3C454-3
20190512	R	4C29-45
20190512	R	4C38-41
20190512	R	4C51-37
20190512	R	4C71-07
20190512	R	CTA102
20190512	R	DA406
20190512	R	1ES2344+514
20190512	R	PKS1510-08
20190512	R	BL-Lacertae
20190512	R	Mkn421
20190512	R	Mkn501
20190512	R	OJ248
20190512	R	OJ287
20190512	R	OJ49
20190512	R	ON231
20190512	R	PKS2155-304
20190512	R	S4_0954+65
20190512	R	S5_0716+71
20190513	R	3C273
20190513	R	3C279
20190513	R	3C345
20190513	R	3C371
20190513	R	4C29-45
20190513	R	4C38-41
20190513	R	4C51-37
20190513	R	4C71-07
20190513	R	DA406
20190513	R	PKS1510-08
20190513	R	Mkn421
20190513	R	Mkn501
20190513	R	OJ248
20190513	R	OJ287
20190513	R	OJ49
20190513	R	ON231
20190513	R	S4_0954+65
20190513	R	S5_0716+71
20190514	R	3C273
20190514	R	3C279
20190514	R	3C345
20190514	R	3C371
20190514	R	4C29-45
20190514	R	4C38-41
20190514	R	4C51-37
20190514	R	4C71-07
20190514	R	DA406
20190514	R	PKS1510-08
20190514	R	Mkn421
20190514	R	Mkn501
20190514	R	OJ248
20190514	R	OJ287
20190514	R	OJ49
20190514	R	ON231
20190514	R	S4_0954+65
20190514	R	S5_0716+71
20190514	R	3C454-3
20190514	R	CTA102
20190514	R	1ES2344+514
20190514	R	BL-Lacertae
20190514	R	PKS2155-304
20190603	R	4C29-45
20190603	R	4C71-07
20190603	R	Mkn421
20190603	R	OJ248
20190603	R	OJ287
20190603	R	S5_0716+71
20190604	R	3C345
20190604	R	3C371
20190604	R	3C454-3
20190604	R	4C38-41
20190604	R	4C51-37
20190604	R	CTA102
20190604	R	DA406
20190604	R	1ES2344+514
20190604	R	PKS1510-08
20190604	R	BL-Lacertae
20190604	R	Mkn501
20190605	R	3C273
20190605	R	3C279
20190605	R	3C345
20190605	R	4C29-45
20190605	R	4C38-41
20190605	R	DA406
20190605	R	PKS1510-08
20190605	R	Mkn421
20190605	R	Mkn501
20190605	R	ON231
20190605	R	S4_0954+65
20190607	R	3C345
20190607	R	3C371
20190607	R	3C454-3
20190607	R	4C38-41
20190607	R	4C51-37
20190607	R	4C71-07
20190607	R	CTA102
20190607	R	DA406
20190607	R	1ES2344+514
20190607	R	PKS1510-08
20190607	R	BL-Lacertae
20190607	R	Mkn421
20190607	R	Mkn501
20190607	R	OJ248
20190607	R	OJ287
20190607	R	S4_0954+65
20190608	R	3C345
20190608	R	3C371
20190608	R	3C454-3
20190608	R	4C38-41
20190608	R	4C51-37
20190608	R	CTA102
20190608	R	DA406
20190608	R	1ES2344+514
20190608	R	PKS1510-08
20190608	R	BL-Lacertae
20190608	R	Mkn501
20190608	R	ON231
20190608	R	PKS2155-304
20190616	R	3C345
20190616	R	4C38-41
20190616	R	DA406
20190618	R	3C273
20190618	R	3C279
20190618	R	3C345
20190618	R	3C371
20190618	R	4C29-45
20190618	R	4C38-41
20190618	R	4C51-37
20190618	R	DA406
20190618	R	PKS1510-08
20190618	R	Mkn421
20190618	R	Mkn501
20190618	R	ON231
20190618	R	S4_0954+65
20190619	R	3C345
20190619	R	3C371
20190619	R	4C38-41
20190619	R	4C51-37
20190619	R	DA406
20190619	R	PKS1510-08
20190619	R	Mkn501
20190620	R	3C273
20190620	R	3C345
20190620	R	3C371
20190620	R	4C29-45
20190620	R	4C38-41
20190620	R	4C51-37
20190620	R	4C71-07
20190620	R	DA406
20190620	R	PKS1510-08
20190620	R	BL-Lacertae
20190620	R	Mkn421
20190620	R	Mkn501
20190620	R	ON231
20190620	R	S4_0954+65
20190621	R	3C273
20190621	R	3C279
20190621	R	3C345
20190621	R	3C371
20190621	R	4C29-45
20190621	R	4C38-41
20190621	R	4C51-37
20190621	R	4C71-07
20190621	R	DA406
20190621	R	PKS1510-08
20190621	R	BL-Lacertae
20190621	R	Mkn421
20190621	R	Mkn501
20190621	R	OJ287
20190621	R	ON231
20190621	R	S4_0954+65
20190621	R	S5_0716+71
20190627	R	3C345
20190627	R	3C371
20190627	R	3C454-3
20190627	R	4C38-41
20190627	R	4C51-37
20190627	R	CTA102
20190627	R	DA406
20190627	R	PKS1510-08
20190627	R	BL-Lacertae
20190627	R	Mkn501
20190628	R	3C345
20190628	R	3C371
20190628	R	3C454-3
20190628	R	4C38-41
20190628	R	4C51-37
20190628	R	CTA102
20190628	R	DA406
20190628	R	PKS1510-08
20190628	R	BL-Lacertae
20190628	R	Mkn501
20190629	R	3C273
20190629	R	3C279
20190629	R	3C345
20190629	R	3C371
20190629	R	4C29-45
20190629	R	4C38-41
20190629	R	4C51-37
20190629	R	CTA102
20190629	R	DA406
20190629	R	PKS1510-08
20190629	R	BL-Lacertae
20190629	R	Mkn421
20190629	R	Mkn501
20190629	R	ON231
20190630	R	3C273
20190630	R	3C279
20190630	R	4C29-45
20190630	R	4C71-07
20190630	R	Mkn421
20190630	R	ON231
20190630	R	S4_0954+65
20190630	R	S5_0716+71
20190708	R	3C345
20190708	R	3C371
20190708	R	3C454-3
20190708	R	3C66A
20190708	R	4C51-37
20190708	R	CTA102
20190708	R	1ES2344+514
20190708	R	BL-Lacertae
20190708	R	PKS2155-304
20190711	R	3C273
20190711	R	3C279
20190711	R	3C345
20190711	R	3C371
20190711	R	4C29-45
20190711	R	4C38-41
20190711	R	4C51-37
20190711	R	CTA102
20190711	R	DA406
20190711	R	PKS1510-08
20190711	R	BL-Lacertae
20190711	R	Mkn501
20190711	R	ON231
20190712	R	3C279
20190712	R	3C345
20190712	R	3C371
20190712	R	4C29-45
20190712	R	4C38-41
20190712	R	4C51-37
20190712	R	CTA102
20190712	R	DA406
20190712	R	BL-Lacertae
20190712	R	Mkn501
20190712	R	ON231
20190713	R	3C345
20190713	R	3C371
20190713	R	4C29-45
20190713	R	4C38-41
20190713	R	4C51-37
20190713	R	DA406
20190713	R	BL-Lacertae
20190713	R	Mkn501
20190713	R	ON231
20190714	R	3C345
20190714	R	3C371
20190714	R	3C454-3
20190714	R	4C29-45
20190714	R	4C38-41
20190714	R	4C51-37
20190714	R	CTA102
20190714	R	DA406
20190714	R	1ES2344+514
20190714	R	BL-Lacertae
20190714	R	Mkn501
20190714	R	ON231
20190715	R	3C345
20190715	R	3C371
20190715	R	3C454-3
20190715	R	4C38-41
20190715	R	4C51-37
20190715	R	CTA102
20190715	R	1ES2344+514
20190715	R	BL-Lacertae
20190715	R	Mkn501
20190715	R	PKS2155-304
20190716	R	3C273
20190716	R	3C279
20190716	R	3C345
20190716	R	3C371
20190716	R	4C29-45
20190716	R	4C38-41
20190716	R	4C51-37
20190716	R	DA406
20190716	R	BL-Lacertae
20190716	R	Mkn501
20190716	R	ON231
20190717	R	3C345
20190717	R	3C371
20190717	R	4C38-41
20190717	R	4C51-37
20190717	R	CTA102
20190717	R	DA406
20190717	R	PKS1510-08
20190717	R	BL-Lacertae
20190717	R	Mkn501
20190722	R	3C371
20190722	R	3C454-3
20190722	R	3C66A
20190722	R	AO0235+16
20190722	R	CTA102
20190722	R	1ES2344+514
20190722	R	BL-Lacertae
20190722	R	PKS2155-304
20190723	R	3C371
20190723	R	3C454-3
20190723	R	3C66A
20190723	R	AO0235+16
20190723	R	CTA102
20190723	R	1ES2344+514
20190723	R	BL-Lacertae
20190723	R	PKS2155-304
20190726	R	3C345
20190726	R	3C371
20190726	R	4C38-41
20190726	R	4C51-37
20190726	R	DA406
20190726	R	PKS1510-08
20190726	R	Mkn501
20190728	R	3C345
20190728	R	4C38-41
20190728	R	4C51-37
20190728	R	DA406
20190728	R	PKS1510-08
20190728	R	Mkn501
20190729	R	3C345
20190729	R	4C38-41
20190729	R	4C51-37
20190729	R	DA406
20190729	R	PKS1510-08
20190729	R	Mkn501
20190729	R	ON231
20190730	R	3C345
20190730	R	3C371
20190730	R	4C38-41
20190730	R	4C51-37
20190730	R	DA406
20190730	R	PKS1510-08
20190730	R	BL-Lacertae
20190730	R	Mkn501
20190730	R	ON231
20190803	R	3C454-3
20190803	R	CTA102
20190803	R	1ES2344+514
20190803	R	BL-Lacertae
20190803	R	PKS2155-304
20190805	R	3C371
20190805	R	4C51-37
20190805	R	BL-Lacertae
20190806	R	3C345
20190806	R	3C371
20190806	R	3C454-3
20190806	R	4C38-41
20190806	R	4C51-37
20190806	R	CTA102
20190806	R	DA406
20190806	R	1ES2344+514
20190806	R	PKS1510-08
20190806	R	BL-Lacertae
20190806	R	Mkn501
20190806	R	PKS2155-304
20190822	R	3C345
20190822	R	3C371
20190822	R	4C38-41
20190822	R	4C51-37
20190822	R	DA406
20190822	R	PKS1510-08
20190822	R	Mkn501
20190825	R	3C454-3
20190825	R	3C66A
20190825	R	CTA102
20190825	R	1ES2344+514
20190825	R	BL-Lacertae
20190826	R	3C345
20190826	R	3C371
20190826	R	3C454-3
20190826	R	4C38-41
20190826	R	4C51-37
20190826	R	CTA102
20190826	R	DA406
20190826	R	1ES2344+514
20190826	R	BL-Lacertae
20190826	R	Mkn501
20190826	R	PKS2155-304
20190827	R	3C345
20190827	R	3C371
20190827	R	4C38-41
20190827	R	4C51-37
20190827	R	DA406
20190827	R	PKS1510-08
20190827	R	BL-Lacertae
20190827	R	Mkn501
20190828	R	3C454-3
20190828	R	3C66A
20190828	R	CTA102
20190828	R	1ES2344+514
20190828	R	BL-Lacertae
20190830	R	3C454-3
20190830	R	3C66A
20190830	R	AO0235+16
20190830	R	CTA102
20190830	R	1ES2344+514
20190830	R	BL-Lacertae
20190902	R	3C454-3
20190902	R	3C66A
20190902	R	4C71-07
20190902	R	AO0235+16
20190902	R	CTA102
20190902	R	1ES2344+514
20190902	R	BL-Lacertae
20190902	R	PKS0735+17
20190902	R	S5_0716+71
20190907	R	3C345
20190907	R	3C371
20190907	R	3C454-3
20190907	R	3C66A
20190907	R	4C38-41
20190907	R	4C51-37
20190907	R	AO0235+16
20190907	R	CTA102
20190907	R	1ES2344+514
20190907	R	BL-Lacertae
20190907	R	Mkn501
20190907	R	PKS2155-304
20190910	R	3C345
20190910	R	3C371
20190910	R	3C454-3
20190910	R	4C38-41
20190910	R	4C51-37
20190910	R	CTA102
20190910	R	DA406
20190910	R	PKS1510-08
20190910	R	BL-Lacertae
20190910	R	Mkn501
20190912	R	3C371
20190912	R	3C66A
20190912	R	AO0235+16
20190912	R	1ES2344+514
20190912	R	BL-Lacertae
20190913	R	3C66A
20190913	R	4C71-07
20190913	R	AO0235+16
20190913	R	1ES2344+514
20190913	R	BL-Lacertae
20190913	R	S5_0716+71
20190917	R	3C66A
20190917	R	4C71-07
20190917	R	AO0235+16
20190917	R	1ES2344+514
20190917	R	BL-Lacertae
20190917	R	OJ248
20190917	R	OJ287
20190917	R	OJ49
20190917	R	PKS0735+17
20190917	R	S5_0716+71
20190918	R	3C66A
20190918	R	4C71-07
20190918	R	1ES2344+514
20190918	R	S4_0954+65
20190918	R	S5_0716+71
20190919	R	AO0235+16
20190919	R	OJ248
20190919	R	OJ287
20190919	R	PKS0735+17
20190924	R	3C66A
20190924	R	AO0235+16
20190924	R	1ES2344+514
20190924	R	BL-Lacertae
20190925	R	3C66A
20190925	R	AO0235+16
20190926	R	3C454-3
20190926	R	3C66A
20190926	R	AO0235+16
20190926	R	CTA102
20190926	R	1ES2344+514
20190926	R	BL-Lacertae
20190926	R	PKS0735+17
20190927	R	3C66A
20190927	R	AO0235+16
20190927	R	1ES2344+514
20190927	R	BL-Lacertae
20190927	R	S5_0716+71
20190928	R	4C71-07
20190928	R	OJ248
20190928	R	OJ287
20190928	R	OJ49
20190928	R	PKS0735+17
20190928	R	S4_0954+65
20190928	R	S5_0716+71
20191001	R	3C66A
20191001	R	AO0235+16
20191001	R	1ES2344+514
20191002	R	3C66A
20191002	R	AO0235+16
20191002	R	1ES2344+514
20191002	R	OJ248
20191002	R	OJ287
20191002	R	OJ49
20191002	R	PKS0735+17
20191002	R	S5_0716+71
20191005	R	3C454-3
20191005	R	3C66A
20191005	R	AO0235+16
20191005	R	CTA102
20191005	R	1ES2344+514
20191005	R	BL-Lacertae
20191006	R	3C454-3
20191006	R	3C66A
20191006	R	4C71-07
20191006	R	AO0235+16
20191006	R	1ES2344+514
20191006	R	OJ248
20191006	R	OJ287
20191006	R	OJ49
20191006	R	PKS0735+17
20191006	R	S4_0954+65
20191006	R	S5_0716+71
20191007	R	3C66A
20191007	R	AO0235+16
20191007	R	1ES2344+514
20191007	R	OJ248
20191007	R	OJ287
20191007	R	PKS0735+17
20191008	R	3C454-3
20191008	R	3C66A
20191008	R	4C71-07
20191008	R	AO0235+16
20191008	R	CTA102
20191008	R	1ES2344+514
20191008	R	BL-Lacertae
20191008	R	OJ248
20191008	R	PKS0735+17
20191008	R	S5_0716+71
20191009	R	3C66A
20191009	R	AO0235+16
20191009	R	OJ248
20191009	R	OJ287
20191009	R	OJ49
20191009	R	PKS0735+17
20191010	R	3C66A
20191010	R	AO0235+16
20191010	R	1ES2344+514
20191010	R	OJ248
20191010	R	OJ287
20191010	R	OJ49
20191010	R	PKS0735+17
20191010	R	S5_0716+71
20191011	R	3C454-3
20191011	R	3C66A
20191011	R	4C71-07
20191011	R	AO0235+16
20191011	R	CTA102
20191011	R	1ES2344+514
20191011	R	BL-Lacertae
20191011	R	OJ248
20191011	R	OJ287
20191011	R	PKS0735+17
20191011	R	S5_0716+71
20191012	R	3C66A
20191012	R	AO0235+16
20191012	R	OJ248
20191012	R	OJ287
20191012	R	OJ49
20191012	R	PKS0735+17
20191015	R	3C66A
20191015	R	4C71-07
20191015	R	OJ248
20191015	R	OJ287
20191015	R	OJ49
20191015	R	PKS0735+17
20191015	R	S4_0954+65
20191015	R	S5_0716+71
20191016	R	3C454-3
20191016	R	3C66A
20191016	R	4C71-07
20191016	R	AO0235+16
20191016	R	CTA102
20191016	R	1ES2344+514
20191016	R	BL-Lacertae
20191016	R	OJ248
20191016	R	OJ287
20191016	R	OJ49
20191016	R	PKS0735+17
20191016	R	S4_0954+65
20191016	R	S5_0716+71
20191017	R	3C454-3
20191017	R	3C66A
20191017	R	AO0235+16
20191017	R	CTA102
20191017	R	1ES2344+514
20191017	R	BL-Lacertae
20191017	R	OJ248
20191017	R	OJ287
20191017	R	OJ49
20191017	R	PKS0735+17
20191017	R	S5_0716+71
20191018	R	3C345
20191018	R	3C371
20191018	R	3C454-3
20191018	R	3C66A
20191018	R	4C38-41
20191018	R	4C51-37
20191018	R	4C71-07
20191018	R	AO0235+16
20191018	R	CTA102
20191018	R	DA406
20191018	R	1ES2344+514
20191018	R	BL-Lacertae
20191018	R	Mkn421
20191018	R	Mkn501
20191018	R	OJ248
20191018	R	OJ287
20191018	R	OJ49
20191018	R	PKS0735+17
20191018	R	PKS2155-304
20191018	R	S4_0954+65
20191018	R	S5_0716+71
20191019	R	3C454-3
20191019	R	3C66A
20191019	R	4C71-07
20191019	R	AO0235+16
20191019	R	1ES2344+514
20191019	R	OJ248
20191019	R	OJ287
20191019	R	OJ49
20191019	R	PKS0735+17
20191019	R	S4_0954+65
20191019	R	S5_0716+71
20191020	R	3C66A
20191020	R	AO0235+16
20191020	R	1ES2344+514
20191020	R	OJ287
20191020	R	PKS0735+17
20191021	R	3C345
20191021	R	3C371
20191021	R	3C454-3
20191021	R	3C66A
20191021	R	4C38-41
20191021	R	4C51-37
20191021	R	4C71-07
20191021	R	AO0235+16
20191021	R	CTA102
20191021	R	DA406
20191021	R	Mkn501
20191021	R	PKS0735+17
20191021	R	PKS2155-304
20191021	R	S4_0954+65
20191021	R	S5_0716+71
20191023	R	3C371
20191023	R	3C454-3
20191023	R	AO0235+16
20191023	R	CTA102
20191023	R	1ES2344+514
20191023	R	BL-Lacertae
20191023	R	PKS2155-304
20191025	R	3C345
20191025	R	3C371
20191025	R	3C454-3
20191025	R	4C38-41
20191025	R	4C51-37
20191025	R	CTA102
20191025	R	DA406
20191025	R	Mkn501
20191025	R	PKS2155-304
20191026	R	3C371
20191026	R	3C454-3
20191026	R	3C66A
20191026	R	4C51-37
20191026	R	AO0235+16
20191026	R	CTA102
20191026	R	1ES2344+514
20191026	R	BL-Lacertae
20191026	R	Mkn501
20191026	R	PKS0735+17
20191026	R	PKS2155-304
20191027	R	3C66A
20191027	R	4C71-07
20191027	R	AO0235+16
20191027	R	CTA102
20191027	R	1ES2344+514
20191027	R	BL-Lacertae
20191027	R	Mkn421
20191027	R	OJ248
20191027	R	OJ287
20191027	R	OJ49
20191027	R	PKS0735+17
20191027	R	S4_0954+65
20191027	R	S5_0716+71
20191028	R	3C66A
20191028	R	4C71-07
20191028	R	AO0235+16
20191028	R	1ES2344+514
20191028	R	Mkn421
20191028	R	OJ248
20191028	R	OJ287
20191028	R	OJ49
20191028	R	PKS0735+17
20191028	R	S4_0954+65
20191028	R	S5_0716+71
20191031	R	4C71-07
20191031	R	S4_0954+65
20191031	R	S5_0716+71
20191102	R	3C371
20191102	R	3C454-3
20191102	R	3C66A
20191102	R	4C51-37
20191102	R	CTA102
20191102	R	1ES2344+514
20191102	R	BL-Lacertae
20191102	R	PKS0735+17
20191102	R	PKS2155-304
20191105	R	3C454-3
20191105	R	3C66A
20191105	R	AO0235+16
20191105	R	CTA102
20191105	R	1ES2344+514
20191105	R	BL-Lacertae
20191105	R	OJ248
20191105	R	OJ287
20191105	R	OJ49
20191105	R	PKS0735+17
20191105	R	S5_0716+71
20191106	R	3C454-3
20191106	R	3C66A
20191106	R	AO0235+16
20191106	R	CTA102
20191106	R	1ES2344+514
20191106	R	BL-Lacertae
20191107	R	3C345
20191107	R	3C371
20191107	R	3C454-3
20191107	R	3C66A
20191107	R	4C38-41
20191107	R	4C51-37
20191107	R	AO0235+16
20191107	R	CTA102
20191107	R	1ES2344+514
20191107	R	BL-Lacertae
20191107	R	Mkn501
20191107	R	PKS2155-304
20191108	R	3C345
20191108	R	3C371
20191108	R	3C454-3
20191108	R	3C66A
20191108	R	4C38-41
20191108	R	CTA102
20191108	R	1ES2344+514
20191108	R	BL-Lacertae
20191108	R	Mkn501
20191108	R	OJ248
20191108	R	OJ287
20191108	R	PKS0735+17
20191108	R	PKS2155-304
20191109	R	3C371
20191109	R	3C454-3
20191109	R	3C66A
20191109	R	4C51-37
20191109	R	CTA102
20191109	R	1ES2344+514
20191109	R	BL-Lacertae
20191109	R	OJ248
20191109	R	OJ287
20191109	R	PKS0735+17
20191109	R	PKS2155-304
20191110	R	3C345
20191110	R	3C371
20191110	R	3C66A
20191110	R	4C51-37
20191110	R	4C71-07
20191110	R	AO0235+16
20191110	R	1ES2344+514
20191110	R	Mkn421
20191110	R	Mkn501
20191110	R	OJ248
20191110	R	OJ287
20191110	R	OJ49
20191110	R	PKS0735+17
20191110	R	PKS2155-304
20191110	R	S4_0954+65
20191110	R	S5_0716+71
20191111	R	3C454-3
20191111	R	3C66A
20191111	R	4C71-07
20191111	R	AO0235+16
20191111	R	1ES2344+514
20191111	R	OJ248
20191111	R	OJ287
20191111	R	OJ49
20191111	R	PKS0735+17
20191111	R	S4_0954+65
20191111	R	S5_0716+71
20191114	R	3C66A
20191114	R	4C29-45
20191114	R	4C71-07
20191114	R	AO0235+16
20191114	R	1ES2344+514
20191114	R	Mkn421
20191114	R	OJ248
20191114	R	OJ287
20191114	R	OJ49
20191114	R	PKS0735+17
20191114	R	S4_0954+65
20191114	R	S5_0716+71
20191115	R	3C273
20191115	R	3C279
20191115	R	3C454-3
20191115	R	3C66A
20191115	R	4C29-45
20191115	R	4C71-07
20191115	R	AO0235+16
20191115	R	CTA102
20191115	R	1ES2344+514
20191115	R	BL-Lacertae
20191115	R	Mkn421
20191115	R	OJ248
20191115	R	OJ287
20191115	R	OJ49
20191115	R	ON231
20191115	R	PKS0735+17
20191115	R	S4_0954+65
20191115	R	S5_0716+71
20191116	R	3C454-3
20191116	R	3C66A
20191116	R	4C71-07
20191116	R	AO0235+16
20191116	R	CTA102
20191116	R	1ES2344+514
20191116	R	BL-Lacertae
20191116	R	OJ248
20191116	R	PKS0735+17
20191116	R	S4_0954+65
20191116	R	S5_0716+71
20191117	R	3C454-3
20191117	R	3C66A
20191117	R	4C71-07
20191117	R	AO0235+16
20191117	R	1ES2344+514
20191117	R	Mkn421
20191117	R	OJ248
20191117	R	OJ287
20191117	R	OJ49
20191117	R	PKS0735+17
20191117	R	S4_0954+65
20191117	R	S5_0716+71
20191121	R	4C29-45
20191121	R	4C71-07
20191121	R	Mkn421
20191121	R	ON231
20191121	R	S4_0954+65
20191122	R	3C273
20191122	R	3C66A
20191122	R	4C29-45
20191122	R	4C71-07
20191122	R	AO0235+16
20191122	R	1ES2344+514
20191122	R	Mkn421
20191122	R	OJ248
20191122	R	OJ287
20191122	R	OJ49
20191122	R	ON231
20191122	R	PKS0735+17
20191122	R	S4_0954+65
20191122	R	S5_0716+71
20191123	R	3C273
20191123	R	3C66A
20191123	R	4C29-45
20191123	R	4C71-07
20191123	R	AO0235+16
20191123	R	Mkn421
20191123	R	OJ248
20191123	R	OJ287
20191123	R	OJ49
20191123	R	ON231
20191123	R	PKS0735+17
20191123	R	S4_0954+65
20191123	R	S5_0716+71
20191124	R	3C371
20191124	R	3C454-3
20191124	R	3C66A
20191124	R	4C71-07
20191124	R	AO0235+16
20191124	R	CTA102
20191124	R	1ES2344+514
20191124	R	BL-Lacertae
20191124	R	Mkn421
20191124	R	OJ248
20191124	R	OJ287
20191124	R	OJ49
20191124	R	PKS0735+17
20191124	R	PKS2155-304
20191124	R	S4_0954+65
20191124	R	S5_0716+71
20191126	R	3C273
20191126	R	3C279
20191126	R	3C454-3
20191126	R	3C66A
20191126	R	4C29-45
20191126	R	4C71-07
20191126	R	AO0235+16
20191126	R	CTA102
20191126	R	1ES2344+514
20191126	R	BL-Lacertae
20191126	R	Mkn421
20191126	R	OJ248
20191126	R	OJ287
20191126	R	OJ49
20191126	R	ON231
20191126	R	PKS0735+17
20191126	R	S4_0954+65
20191126	R	S5_0716+71
20191128	R	3C454-3
20191128	R	4C29-45
20191128	R	CTA102
20191128	R	1ES2344+514
20191128	R	BL-Lacertae
20191128	R	OJ248
20191128	R	OJ287
20191128	R	OJ49
20191128	R	PKS0735+17
20191129	R	3C273
20191129	R	3C279
20191129	R	3C66A
20191129	R	4C29-45
20191129	R	4C71-07
20191129	R	AO0235+16
20191129	R	Mkn421
20191129	R	OJ248
20191129	R	OJ287
20191129	R	OJ49
20191129	R	ON231
20191129	R	PKS0735+17
20191129	R	S4_0954+65
20191129	R	S5_0716+71
20191130	R	3C273
20191130	R	3C371
20191130	R	3C66A
20191130	R	4C29-45
20191130	R	4C71-07
20191130	R	AO0235+16
20191130	R	Mkn421
20191130	R	OJ248
20191130	R	OJ287
20191130	R	OJ49
20191130	R	ON231
20191130	R	PKS0735+17
20191130	R	S4_0954+65
20191130	R	S5_0716+71
20191201	R	3C273
20191201	R	3C279
20191201	R	3C371
20191201	R	3C454-3
20191201	R	3C66A
20191201	R	4C29-45
20191201	R	4C71-07
20191201	R	AO0235+16
20191201	R	CTA102
20191201	R	1ES2344+514
20191201	R	BL-Lacertae
20191201	R	Mkn421
20191201	R	OJ248
